TEAM,unit,wins,make_playoffs,win_finals
mil,mil,56,0.99996,0.14208
min,min,43,0.68354,0.01964
mia,mia,45,0.85246,0.01694
wsh,wsh,39,0.22636,5.2e-4
atl,atl,42,0.6409,0.0048
bos,bos,57,1,0.2366
det,det,22,0,0
den,den,54,0.99996,0.1135
ny,ny,43,0.69484,0.0049
dal,dal,48,0.98294,0.1421
bkn,bkn,47,0.92764,0.00584
por,por,38,0.12394,1.8e-4
okc,okc,38,0.11966,6e-5
tor,tor,40,0.44436,0.00954
chi,chi,38,0.19154,6.6e-4
cha,cha,26,0,0
uta,uta,39,0.16422,0
gs,gs,44,0.79138,0.0449
cle,cle,51,0.99632,0.0405
hou,hou,19,0,0
lal,lal,40,0.3604,0.02058
phi,phi,50,0.98846,0.06212
mem,mem,51,0.9955,0.09428
no,no,42,0.61928,0.00446
lac,lac,43,0.68794,0.0072
sac,sac,43,0.58412,7.6e-4
orl,orl,33,0.00706,2e-5
phx,phx,45,0.88712,0.02782
ind,ind,35,0.0301,0
sa,sa,21,0,0
