TEAM,unit,wins,make_playoffs,win_finals
mil,mil,53,0.98788,0.27084
min,min,40,0.5369,0.00124
mia,mia,48,0.87374,0.03632
wsh,wsh,40,0.28662,1.8e-4
atl,atl,45,0.7222,0.01694
bos,bos,46,0.79614,0.03468
det,det,18,0,0
den,den,45,0.87552,0.0281
ny,ny,35,0.06892,1.2e-4
dal,dal,43,0.7554,0.0054
bkn,bkn,53,0.9777,0.11392
por,por,39,0.47314,0.00258
okc,okc,23,2.8e-4,0
tor,tor,40,0.31058,0.0032
chi,chi,47,0.81014,0.00628
cha,cha,40,0.28054,5.6e-4
uta,uta,57,0.99976,0.1829
gs,gs,55,0.99772,0.04392
cle,cle,46,0.7772,0.00486
hou,hou,23,4.8e-4,0
lal,lal,35,0.19654,0.00158
phi,phi,46,0.78372,0.0215
mem,mem,44,0.8484,0.00672
no,no,35,0.1995,9e-4
lac,lac,42,0.71616,0.04246
sac,sac,33,0.0741,4e-5
orl,orl,21,0,0
phx,phx,60,1,0.17
ind,ind,40,0.32462,0.00412
sa,sa,37,0.3261,6.4e-4
