TEAM,unit,wins,make_playoffs,win_finals
mil,mil,55,0.98814,0.26662
min,min,41,0.54426,0.0021
mia,mia,46,0.76252,0.02894
wsh,wsh,43,0.49906,9.8e-4
atl,atl,50,0.89328,0.03356
bos,bos,46,0.74584,0.02782
det,det,19,2e-5,0
den,den,48,0.9295,0.11286
ny,ny,39,0.276,7.4e-4
dal,dal,46,0.84602,0.00828
bkn,bkn,51,0.93898,0.0984
por,por,44,0.7527,0.00728
okc,okc,19,1e-4,0
tor,tor,39,0.24864,0.0014
chi,chi,48,0.82526,0.00902
cha,cha,41,0.35048,0.00112
uta,uta,55,0.99442,0.11886
gs,gs,53,0.98576,0.03236
cle,cle,38,0.18198,1.8e-4
hou,hou,19,1e-4,0
lal,lal,37,0.29942,0.00284
phi,phi,48,0.84004,0.0386
mem,mem,41,0.59256,0.00198
no,no,34,0.14912,3.6e-4
lac,lac,41,0.60596,0.03532
sac,sac,33,0.10728,4e-5
orl,orl,21,4e-5,0
phx,phx,59,0.9996,0.16408
ind,ind,42,0.44972,0.00584
sa,sa,35,0.1932,4.2e-4
