TEAM,unit,wins,make_playoffs,win_finals
mil,mil,52,0.95738,0.1892
min,min,36,0.22586,4.8e-4
mia,mia,51,0.93208,0.07108
wsh,wsh,44,0.5715,0.0021
atl,atl,46,0.71308,0.01118
bos,bos,46,0.72026,0.03456
det,det,21,1.6e-4,0
den,den,52,0.97164,0.17052
ny,ny,40,0.36776,0.00124
dal,dal,47,0.86968,0.0121
bkn,bkn,50,0.90418,0.0828
por,por,47,0.85642,0.01428
okc,okc,23,0.00172,2e-5
tor,tor,39,0.30786,0.00162
chi,chi,46,0.7014,0.00338
cha,cha,39,0.30804,0.00108
uta,uta,55,0.99204,0.11056
gs,gs,50,0.92698,0.0182
cle,cle,34,0.07832,0
hou,hou,16,1.6e-4,0
lal,lal,36,0.24156,0.00234
phi,phi,50,0.9027,0.0625
mem,mem,41,0.57916,0.0029
no,no,32,0.1228,7.2e-4
lac,lac,47,0.89246,0.11024
sac,sac,35,0.2026,1.6e-4
orl,orl,23,7.6e-4,0
phx,phx,55,0.9875,0.09082
ind,ind,43,0.53452,0.0057
sa,sa,33,0.12942,2.2e-4
