c_losses,c_wins,carmelo,conference,current_losses,current_wins,division,draft_pick_1,draft_pick_2,draft_pick_3,elo,elo_long,f_losses,f_wins,losses,make_conf_finals,make_conf_semis,make_finals,make_playoffs,name,playoff_losses,playoff_wins,point_diff,q_losses,q_wins,rating,rating_fs,rating_playoff,s_losses,s_wins,seed_1,seed_10,seed_11,seed_12,seed_13,seed_14,seed_15,seed_2,seed_3,seed_4,seed_5,seed_6,seed_7,seed_8,seed_9,win_finals,winpct,wins,eliminated,elo_change,rating_change
0,0,1649.39879095843,Eastern,20,52,Eastern Central,0,0,0,1648.84130355159,1617.54071266791,0,0,23.77706,0.57084,0.83378,0.30796,1,MIL,0,0,348.9815,0,0,1649.83167028367,1676.55839860261,1704.9198582573,0,0,0.7263,0,0,0,0,0,0,0.22178,0.05112,8e-04,0,0,0,0,0,0.1991,0.710035853658532,58.22294,FALSE,-29,-23
0,0,1527.79689309196,Western,37,37,Western Northwest,0,0,0,1529.23078770685,1518.11447373097,0,0,40.49328,0.14094,0.32382,0.05806,0.68866,MIN,0,0,-4.0185,0,0,1568.6266152272,1603.59933384051,1614.27066987322,0,0,0,0.09484,0.06372,0.02038,0.00322,0,0,0,0.00082,0.0704,0.11994,0.15806,0.1814,0.15804,0.12918,0.0163,0.506179512195118,41.50672,FALSE,1,-12
0,0,1549.69558291102,Eastern,34,40,Eastern Southeast,0,0,0,1539.89810232632,1543.93388524401,0,0,37.73808,0.08046,0.24174,0.0271,0.91626,MIA,0,0,-20.98236,0,0,1571.89608061964,1583.25526962364,1615.68129188043,0,0,0,0.00236,0,0,0,0,0,0,0,6e-05,0.09274,0.29468,0.3798,0.14898,0.08138,0.0115,0.539779512195098,44.26192,FALSE,5,5
0,0,1458.73640595339,Eastern,41,32,Eastern Southeast,0,0,0,1452.92446613281,1461.75146294999,0,0,45.5839,8e-04,0.0024,1e-04,0.02402,WSH,0,0,-75.92188,0,0,1479.27130177183,1498.0485972545,1498.94937517967,0,0,0,0.06716,0.30514,0.4846,0.08582,0,0,0,0,0,0,0,0.00304,0.02098,0.03326,0,0.444098780487827,36.4161,FALSE,-41,-37
0,0,1496.03031942984,Eastern,37,36,Eastern Southeast,0,0,0,1493.48568552257,1506.83188445558,0,0,41.46272,0.01782,0.06318,0.00374,0.4871,ATL,0,0,4.14154,0,0,1532.94715632227,1539.5119258811,1551.17644295741,0,0,0,0.19402,0.03976,0.01034,2e-05,0,0,0,0,0,0.00012,0.00604,0.22094,0.26,0.26876,0.0012,0.494357073170736,40.53728,FALSE,-4,-1
0,0,1649.39251014805,Eastern,23,50,Eastern Atlantic,0,0,0,1646.41164521715,1637.35768943939,0,0,25.67966,0.48248,0.82326,0.26768,1,BOS,0,0,467.16218,0,0,1672.47065541362,1668.85059559844,1702.90456335532,0,0,0.22254,0,0,0,0,0,0,0.60756,0.16224,0.00766,0,0,0,0,0,0.16924,0.686833414634154,56.32034,FALSE,24,23
0,0,1286.22087142058,Eastern,57,16,Eastern Central,0,0,0,1288.27818561103,1327.66547878634,0,0,64.02432,0,0,0,0,DET,0,0,-646.49708,0,0,1284.37608849062,1300.81618928409,1297.31673102775,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.219215609756108,17.97568,FALSE,-19,127
0,0,1573.01212724298,Western,24,49,Western Northwest,0,0,0,1591.38998549345,1585.99176679524,0,0,27.06766,0.49352,0.75492,0.30266,1,DEN,0,0,326.46232,0,0,1631.77332735835,1642.2700783166,1680.85681544253,0,0,0.97476,0,0,0,0,0,0,0.02402,0.00122,0,0,0,0,0,0,0.13788,0.669906585365868,54.93234,FALSE,25,7
0,0,1592.02263663178,Eastern,32,42,Eastern Atlantic,0,0,0,1583.41400434391,1560.27286514791,0,0,34.91564,0.08588,0.3461,0.02172,0.9941,NY,0,0,229.2394,0,0,1590.77534933854,1591.84099585062,1595.23986848199,0,0,0,2e-05,0,0,0,0,0,0,6e-05,0.02746,0.7973,0.14454,0.01794,0.0068,0.00588,0.0082,0.574199512195093,47.08436,FALSE,-16,-6
0,0,1499.43654465031,Western,37,36,Western Southwest,0,0,0,1492.51548042344,1520.9261849653,0,0,40.65526,0.12908,0.2712,0.05498,0.59938,DAL,0,0,61.79486,0,0,1554.26771676417,1593.50687262137,1620.70774674238,0,0,0,0.12792,0.09062,0.02398,0.00184,0,0,0,0.00026,0.02428,0.06712,0.11942,0.19246,0.19584,0.15626,0.01752,0.50420414634146,41.34474,FALSE,-2,3
