TEAM,unit,wins,make_playoffs,win_finals
mil,mil,46,1,0.063445
min,min,23,0,0
mia,mia,40,1,0.0036
wsh,wsh,34,0.762565,7.5e-5
atl,atl,41,1,0.01057
bos,bos,36,0.90132,0.001425
det,det,20,0,0
den,den,47,1,0.03067
ny,ny,41,1,3.75e-4
dal,dal,42,1,0.001725
bkn,bkn,48,1,0.1395
por,por,42,1,0.00945
okc,okc,22,0,0
tor,tor,27,0,0
chi,chi,31,0,0
cha,cha,33,0.10357,0
uta,uta,52,1,0.1437
gs,gs,39,0.768785,7.5e-4
cle,cle,22,0,0
hou,hou,17,0,0
lal,lal,42,0.96355,0.07544
phi,phi,49,1,0.207365
mem,mem,38,0.191165,0
no,no,31,0,0
lac,lac,47,1,0.28761
sac,sac,31,0,0
orl,orl,21,0,0
phx,phx,51,1,0.0243
ind,ind,34,0.232545,0
sa,sa,33,0.0765,0
