TEAM,unit,wins,make_playoffs,win_finals
mil,mil,48,0.99475,0.13289
min,min,26,0.03825,0
mia,mia,36,0.72656,0.00974
wsh,wsh,26,0.11265,0
atl,atl,32,0.42057,7.5e-4
bos,bos,45,0.98035,0.0837
det,det,20,0.009,0
den,den,42,0.88015,0.0408
ny,ny,27,0.12973,0
dal,dal,43,0.88526,0.0303
bkn,bkn,47,0.99535,0.16245
por,por,40,0.72177,0.0033
okc,okc,28,0.06899,1.5e-4
tor,tor,38,0.80727,0.0156
chi,chi,26,0.09165,0
cha,cha,29,0.2238,0
uta,uta,46,0.95545,0.04035
gs,gs,30,0.12239,0
cle,cle,26,0.07439,0
hou,hou,32,0.23068,1.5e-4
lal,lal,52,0.99775,0.27209
phi,phi,45,0.98005,0.05445
mem,mem,33,0.27825,3e-4
no,no,35,0.43409,0.003
lac,lac,49,0.9916,0.13138
sac,sac,25,0.02009,0
orl,orl,35,0.6394,1.5e-4
phx,phx,42,0.85585,0.01275
ind,ind,38,0.81448,0.00345
sa,sa,37,0.51943,0.00225
