TEAM,unit,wins,make_playoffs,win_finals
mil,mil,46,1,0.0735
min,min,23,0,0
mia,mia,40,1,0.002475
wsh,wsh,34,1,3.5e-5
atl,atl,41,1,0.01086
bos,bos,36,1,9.8e-4
det,det,20,0,0
den,den,47,1,0.02175
ny,ny,41,1,2.2e-4
dal,dal,42,1,0.006965
bkn,bkn,48,1,0.15297
por,por,42,1,0.018205
okc,okc,22,0,0
tor,tor,27,0,0
chi,chi,31,0,0
cha,cha,33,0,0
uta,uta,52,1,0.167125
gs,gs,39,0,0
cle,cle,22,0,0
hou,hou,17,0,0
lal,lal,42,1,0.07099
phi,phi,49,1,0.22006
mem,mem,38,1,2.4e-4
no,no,31,0,0
lac,lac,47,1,0.2188
sac,sac,31,0,0
orl,orl,21,0,0
phx,phx,51,1,0.034825
ind,ind,34,0,0
sa,sa,33,0,0
