TEAM,unit,wins,make_playoffs,win_finals
mil,mil,46,0.9781,0.11895
min,min,34,0.27388,0.00165
mia,mia,41,0.90911,0.03855
wsh,wsh,25,0.1242,0
atl,atl,35,0.63402,0.00255
bos,bos,46,0.97765,0.1455
det,det,18,0.00885,0
den,den,45,0.86696,0.06343
ny,ny,23,0.05009,0
dal,dal,42,0.72611,0.02653
bkn,bkn,40,0.8479,0.01215
por,por,40,0.60207,0.0072
okc,okc,27,0.05295,0
tor,tor,42,0.90745,0.0375
chi,chi,25,0.10469,0
cha,cha,24,0.087,0
uta,uta,41,0.71892,0.0252
gs,gs,31,0.15914,6e-4
cle,cle,22,0.04515,0
hou,hou,44,0.81671,0.0297
lal,lal,48,0.94375,0.20805
phi,phi,45,0.96625,0.1176
mem,mem,34,0.29535,7.5e-4
no,no,36,0.41802,0.00585
lac,lac,45,0.8857,0.11954
sac,sac,31,0.17923,7.5e-4
orl,orl,36,0.66447,0.00435
phx,phx,42,0.73707,0.02685
ind,ind,36,0.69507,0.00495
sa,sa,35,0.32414,0.0018
