TEAM,unit,wins,make_playoffs,win_finals
mil,mil,54,0.9807,0.253
min,min,34,0.15584,2.6e-4
mia,mia,48,0.8291,0.03714
wsh,wsh,44,0.60012,0.00296
atl,atl,44,0.62716,0.00816
bos,bos,45,0.67476,0.02678
det,det,22,0.00106,0
den,den,52,0.96618,0.13788
ny,ny,43,0.56122,0.00332
dal,dal,46,0.81004,0.00928
bkn,bkn,50,0.89164,0.08138
por,por,46,0.83076,0.01758
okc,okc,23,0.00206,0
tor,tor,41,0.453,0.0022
chi,chi,43,0.55126,0.00184
cha,cha,37,0.20102,4.6e-4
uta,uta,56,0.99128,0.09976
gs,gs,45,0.72628,0.00718
cle,cle,34,0.08506,6e-5
hou,hou,19,3.8e-4,0
lal,lal,39,0.42478,0.00712
phi,phi,51,0.9244,0.06424
mem,mem,42,0.57062,0.00248
no,no,35,0.1963,0.00218
lac,lac,49,0.91424,0.15206
sac,sac,35,0.19754,3.6e-4
orl,orl,23,0.0013,0
phx,phx,52,0.96084,0.07382
ind,ind,44,0.6182,0.00804
sa,sa,36,0.25286,4.6e-4
