TEAM,unit,wins,make_playoffs,win_finals
mil,mil,58,1,0.09212
min,min,41,0.53528,0.01204
mia,mia,44,0.8541,0.00796
wsh,wsh,36,0,0
atl,atl,41,0.70084,0.00224
bos,bos,57,1,0.32864
det,det,17,0,0
den,den,54,1,0.12938
ny,ny,48,1,0.02236
dal,dal,39,0,0
bkn,bkn,46,1,0.00374
por,por,33,0,0
okc,okc,39,0.0775,0
tor,tor,41,0.32628,0.00722
chi,chi,40,0.11878,4.4e-4
cha,cha,26,0,0
uta,uta,36,0,0
gs,gs,44,0.96908,0.06438
cle,cle,52,1,0.0313
hou,hou,21,0,0
lal,lal,43,0.87724,0.03466
phi,phi,53,1,0.07344
mem,mem,52,1,0.13768
no,no,42,0.60566,0.01004
lac,lac,43,0.93524,0.0085
sac,sac,48,1,0.00368
orl,orl,34,0,0
phx,phx,46,1,0.03018
ind,ind,34,0,0
sa,sa,21,0,0
