TEAM,unit,wins,make_playoffs,win_finals
mil,mil,45,0.99985,0.0816
min,min,20,0,0
mia,mia,38,0.9094,0.0075
wsh,wsh,30,0.05954,0
atl,atl,40,0.9841,0.00555
bos,bos,41,0.99415,0.0237
det,det,23,0,0
den,den,46,0.99895,0.0258
ny,ny,37,0.71474,0
dal,dal,40,0.8869,0.0027
bkn,bkn,47,1,0.14218
por,por,40,0.90386,0.00464
okc,okc,23,0,0
tor,tor,31,0.19109,0.00165
chi,chi,29,0.0348,0
cha,cha,35,0.59905,0
uta,uta,53,1,0.13755
gs,gs,36,0.42553,6e-4
cle,cle,25,0.0012,0
hou,hou,18,0,0
lal,lal,44,0.99745,0.10199
phi,phi,50,1,0.14204
mem,mem,38,0.55948,1.5e-4
no,no,32,0.10499,0
lac,lac,49,1,0.29025
sac,sac,30,0.0099,0
orl,orl,22,0,0
phx,phx,49,1,0.0321
ind,ind,35,0.51208,0
sa,sa,33,0.11294,0
