TEAM,unit,wins,make_playoffs,win_finals
mil,mil,54,0.98606,0.27804
min,min,38,0.39966,9.8e-4
mia,mia,46,0.76254,0.02342
wsh,wsh,41,0.31976,4.2e-4
atl,atl,49,0.88778,0.03126
bos,bos,46,0.76276,0.02972
det,det,18,0,0
den,den,45,0.86382,0.0319
ny,ny,38,0.21098,3.6e-4
dal,dal,44,0.79216,0.00562
bkn,bkn,51,0.94032,0.0932
por,por,40,0.56724,0.00288
okc,okc,22,3.6e-4,0
tor,tor,38,0.23796,0.00108
chi,chi,48,0.84242,0.0079
cha,cha,41,0.34006,0.00118
uta,uta,58,0.99974,0.20776
gs,gs,54,0.99458,0.04358
cle,cle,41,0.38244,8.6e-4
hou,hou,21,3.2e-4,0
lal,lal,37,0.30526,0.00292
phi,phi,49,0.8771,0.0378
mem,mem,44,0.7835,0.00368
no,no,33,0.13294,6e-4
lac,lac,42,0.71702,0.04176
sac,sac,35,0.17974,2e-4
orl,orl,20,2e-5,0
phx,phx,58,0.99932,0.14594
ind,ind,42,0.4498,0.00644
sa,sa,36,0.26434,5e-4
