TEAM,unit,wins,make_playoffs,win_finals
mil,mil,56,0.99998,0.14822
min,min,42,0.65514,0.0163
mia,mia,45,0.84626,0.02062
wsh,wsh,40,0.36332,0.00124
atl,atl,41,0.49184,0.0037
bos,bos,58,1,0.21984
det,det,21,0,0
den,den,57,1,0.23228
ny,ny,45,0.8333,0.00578
dal,dal,45,0.9367,0.0562
bkn,bkn,46,0.89758,0.0038
por,por,38,0.1286,2.2e-4
okc,okc,37,0.07488,2e-5
tor,tor,41,0.47848,0.00772
chi,chi,37,0.07776,1.2e-4
cha,cha,26,2e-5,0
uta,uta,40,0.2162,1.2e-4
gs,gs,42,0.6489,0.0376
cle,cle,51,0.99652,0.03746
hou,hou,18,0,0
lal,lal,40,0.3888,0.01606
phi,phi,52,0.99832,0.07092
mem,mem,50,0.99644,0.08274
no,no,42,0.551,0.00244
lac,lac,45,0.85504,0.01324
sac,sac,43,0.66822,0.00108
orl,orl,34,0.00698,0
phx,phx,45,0.88008,0.02228
ind,ind,34,0.00964,0
sa,sa,20,0,0
