c_losses,c_wins,conference,current_losses,current_wins,division,draft_pick_1,draft_pick_2,draft_pick_3,elo,f_losses,f_wins,losses,make_conf_finals,make_conf_semis,make_finals,make_playoffs,name,playoff_losses,playoff_wins,point_diff,q_losses,q_wins,rating,rating_fs,rating_playoff,s_losses,s_wins,seed_1,seed_10,seed_11,seed_12,seed_13,seed_14,seed_15,seed_2,seed_3,seed_4,seed_5,seed_6,seed_7,seed_8,seed_9,win_finals,winpct,wins,eliminated,elo_change,rating_change
0,0,Eastern,24,58,Eastern Central,0,0,0,1561.36250000004,0,0,24,0,0,0,1,MIL,4,1,272,4,1,1676.72243972495,1653.21493823831,1676.72243972495,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707317073170696,58,TRUE,0,0
0,0,Western,40,42,Western Northwest,0,0,0,1519.81849999989,0,0,40,0,0,0,1,MIN,5,2,-28,4,1,1598.30548058641,1605.89282664898,1621.78536705873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.512195121951209,42,TRUE,0,10
0,0,Eastern,38,44,Eastern Southeast,0,0,0,1594.86160000023,0,0,38,0.71908,1,0.17153,1,MIA,3,7,20,1,4,1592.80081563833,1604.8028365858,1639.51602131568,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.07486,0.536585365853631,44,FALSE,7,-29
0,0,Eastern,47,35,Eastern Southeast,0,0,0,1436.36330000004,0,0,47,0,0,0,0,WSH,0,0,-99,0,0,1509.00756227411,1506.53306592085,1509.00756227411,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.426829268292718,35,TRUE,0,-1
0,0,Eastern,41,41,Eastern Southeast,0,0,0,1531.14809999991,0,0,41,0,0,0,1,ATL,4,3,3,4,2,1563.38187962527,1548.97331163216,1563.38187962527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.5,41,TRUE,0,0
0,0,Eastern,25,57,Eastern Atlantic,0,0,0,1701.43710000012,0,0,25,0.6427,1,0.51584,1,BOS,4,6,608,2,4,1725.88237013482,1702.25289539976,1733.66395324163,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.36552,0.695121951219429,57,FALSE,17,-4
0,0,Eastern,65,17,Eastern Central,0,0,0,1271.08690000022,0,0,65,0,0,0,0,DET,0,0,-674,0,0,1286.34306995645,1297.66307866686,1298.03095770527,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.207317073170754,17,TRUE,0,0
0,0,Western,29,53,Western Northwest,0,0,0,1584.39140000007,0,0,29,0.6835,1,0.37514,1,DEN,3,6,333,1,4,1663.17098031197,1631.34044644109,1670.59172157811,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15057,0.646341463414583,53,FALSE,-4,-3
0,0,Eastern,35,47,Eastern Atlantic,0,0,0,1598.90410000013,0,0,35,0.28092,1,0.05663,1,NY,3,5,247,1,4,1589.1660262031,1606.05707649142,1608.69408558309,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.02235,0.573170731707274,47,FALSE,-7,-18
0,0,Western,44,38,Western Southwest,0,0,0,1442.2972999999,0,0,44,0,0,0,0,DAL,0,0,6,0,0,1585.82669051308,1560.34546451717,1585.82669051308,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.463414634146367,38,TRUE,0,0
0,0,Eastern,37,45,Eastern Atlantic,0,0,0,1491.31589999986,0,0,37,0,0,0,1,BKN,4,0,25,4,0,1529.70025768147,1509.97426712718,1529.70025768147,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.548780487804841,45,TRUE,0,0
0,0,Western,49,33,Western Northwest,0,0,0,1310.23460000007,0,0,49,0,0,0,0,POR,0,0,-329,0,0,1514.84796026645,1494.4107960185,1514.84796026645,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.402439024390292,33,TRUE,0,0
0,0,Western,42,40,Western Northwest,0,0,0,1516.83000000006,0,0,42,0,0,0,0,OKC,1,1,69,0,0,1465.91558420733,1477.56109198262,1479.88390261754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.487804878048791,40,TRUE,0,1
0,0,Eastern,41,41,Eastern Atlantic,0,0,0,1560.15820000005,0,0,41,0,0,0,0,TOR,1,0,117,0,0,1638.86937445944,1628.95857764421,1639.95196236653,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,41,TRUE,0,0
0,0,Eastern,42,40,Eastern Central,0,0,0,1543.21949999981,0,0,42,0,0,0,0,CHI,1,1,99,0,0,1548.45046762392,1581.0836435387,1575.79073739998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.487804878048791,40,TRUE,0,0
0,0,Eastern,55,27,Eastern Southeast,0,0,0,1386.72140000011,0,0,55,0,0,0,0,CHA,0,0,-512,0,0,1421.94270214831,1462.29166574575,1494.96003645453,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.329268292682912,27,TRUE,0,0
0,0,Western,45,37,Western Northwest,0,0,0,1414.42380000009,0,0,45,0,0,0,0,UTA,0,0,-77,0,0,1457.31292521455,1428.02556275126,1457.31292521455,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.451219512195157,37,TRUE,0,1
0,0,Western,38,44,Western Pacific,0,0,0,1594.70940000005,0,0,38,0.34666,1,0.18481,1,GS,5,5,155,3,4,1652.67711677585,1633.2418702375,1679.63657120244,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.07837,0.536585365853631,44,FALSE,-10,-15
0,0,Eastern,31,51,Eastern Central,0,0,0,1569.95859999973,0,0,31,0,0,0,1,CLE,4,1,414,4,1,1622.02527403963,1604.92593514664,1622.02527403963,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.621951219512112,51,TRUE,0,0
0,0,Western,60,22,Western Southwest,0,0,0,1328.38329999996,0,0,60,0,0,0,0,HOU,0,0,-644,0,0,1318.40567782893,1316.2378336543,1318.40567782893,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.268292682926816,22,TRUE,0,0
0,0,Western,39,43,Western Pacific,0,0,0,1617.56420000012,0,0,39,0.65334,1,0.29925,1,LAL,3,7,106,2,4,1632.65189818682,1613.85173536969,1655.32295806279,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.10701,0.524390243902419,43,FALSE,10,-16
0,0,Eastern,28,54,Eastern Atlantic,0,0,0,1644.00210000012,0,0,28,0.3573,1,0.256,1,PHI,2,6,358,0,4,1678.72296247255,1670.98969617725,1695.9862386,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.15935,0.658536585365825,54,FALSE,-17,59
0,0,Western,31,51,Western Southwest,0,0,0,1568.28210000005,0,0,31,0,0,0,1,MEM,4,2,278,4,2,1618.75883129988,1650.77148175185,1671.1727918319,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.621951219512112,51,TRUE,0,0
0,0,Western,40,42,Western Southwest,0,0,0,1529.81619999993,0,0,40,0,0,0,0,NO,1,0,150,0,0,1576.13362858632,1566.6486393113,1576.13362858632,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.512195121951209,42,TRUE,0,0
0,0,Western,38,44,Western Pacific,0,0,0,1523.61859999985,0,0,38,0,0,0,1,LAC,4,1,9,4,1,1578.05676336569,1555.38614050318,1578.05676336569,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.536585365853631,44,TRUE,0,87
