TEAM,unit,wins,make_playoffs,win_finals
mil,mil,47,0.9982,0.18343
min,min,20,0,0
mia,mia,39,0.91991,0.0141
wsh,wsh,28,0.09224,0
atl,atl,33,0.53562,0.00195
bos,bos,40,0.95845,0.0327
det,det,24,0.01035,0
den,den,45,0.97885,0.09855
ny,ny,32,0.37679,0
dal,dal,39,0.72463,0.003
bkn,bkn,45,0.99865,0.10335
por,por,38,0.70196,0.0012
okc,okc,28,0.02565,0
tor,tor,41,0.9679,0.02205
chi,chi,29,0.13094,0
cha,cha,32,0.31182,0
uta,uta,55,1,0.19035
gs,gs,36,0.46858,1.5e-4
cle,cle,24,0.0162,0
hou,hou,25,0.00615,0
lal,lal,47,0.99415,0.10888
phi,phi,45,0.9952,0.04365
mem,mem,34,0.26834,0
no,no,33,0.26427,6e-4
lac,lac,48,0.99685,0.15749
sac,sac,27,0.01875,0
orl,orl,27,0.0549,0
phx,phx,47,0.9946,0.0372
ind,ind,34,0.63283,7.5e-4
sa,sa,37,0.55722,6e-4
