TEAM,unit,wins,make_playoffs,win_finals
mil,mil,51,0.99992,0.15268
min,min,47,0.93932,0.00564
mia,mia,53,1,0.06136
wsh,wsh,33,0,0
atl,atl,41,0.31794,8e-4
bos,bos,52,1,0.30062
det,det,23,0,0
den,den,49,0.9873,0.08356
ny,ny,36,0.00232,0
dal,dal,50,0.99906,0.01364
bkn,bkn,44,0.81882,0.01054
por,por,30,4.2e-4,0
okc,okc,23,0,0
tor,tor,47,0.94828,0.0013
chi,chi,46,0.92014,7.2e-4
cha,cha,41,0.21062,1.6e-4
uta,uta,51,0.9997,0.04914
gs,gs,53,0.99992,0.01624
cle,cle,45,0.78202,2e-5
hou,hou,21,0,0
lal,lal,34,0.06386,1e-4
phi,phi,51,0.99994,0.04644
mem,mem,56,1,0.05304
no,no,36,0.28946,0.00164
lac,lac,40,0.68562,0.00532
sac,sac,29,1.4e-4,0
orl,orl,23,0,0
phx,phx,65,1,0.19704
ind,ind,28,0,0
sa,sa,33,0.0352,0
