TEAM,unit,wins,make_playoffs,win_finals
mil,mil,55,0.9998,0.13462
min,min,43,0.72788,0.02828
mia,mia,45,0.84364,0.01898
wsh,wsh,38,0.19734,6.6e-4
atl,atl,42,0.61952,0.00628
bos,bos,57,0.99998,0.24606
det,det,22,0,0
den,den,54,0.99998,0.12022
ny,ny,43,0.69654,0.0048
dal,dal,47,0.9676,0.13686
bkn,bkn,46,0.90912,0.00458
por,por,38,0.1609,2e-4
okc,okc,37,0.0844,4e-5
tor,tor,41,0.53032,0.01192
chi,chi,38,0.18096,5.8e-4
cha,cha,26,0,0
uta,uta,38,0.0928,6e-5
gs,gs,44,0.7668,0.0424
cle,cle,50,0.99158,0.03696
hou,hou,19,0,0
lal,lal,40,0.3368,0.0207
phi,phi,49,0.9812,0.05946
mem,mem,50,0.99108,0.07818
no,no,43,0.65844,0.00496
lac,lac,44,0.72522,0.00872
sac,sac,43,0.64114,0.00122
orl,orl,33,0.00582,0
phx,phx,44,0.84696,0.03318
ind,ind,36,0.04418,8e-5
sa,sa,21,0,0
