TEAM,unit,wins,make_playoffs,win_finals
mil,mil,49,0.99076,0.1384
min,min,46,0.89386,0.00304
mia,mia,54,1,0.10668
wsh,wsh,35,0.00872,0
atl,atl,43,0.60944,0.003
bos,bos,50,0.99822,0.18572
det,det,22,0,0
den,den,49,0.98892,0.09716
ny,ny,33,0.0018600000000000001,0
dal,dal,50,0.98978,0.01724
bkn,bkn,42,0.5293,0.00476
por,por,31,0.01282,0
okc,okc,26,4e-5,0
tor,tor,45,0.82134,0.00142
chi,chi,48,0.96976,0.00424
cha,cha,40,0.26216,2e-4
uta,uta,53,0.99946,0.08662
gs,gs,54,0.99966,0.02942
cle,cle,45,0.80908,3.2e-4
hou,hou,21,0,0
lal,lal,34,0.07392,1.8e-4
phi,phi,52,0.99932,0.0956
mem,mem,55,0.99998,0.04334
no,no,36,0.24146,0.001
lac,lac,42,0.73608,0.00752
sac,sac,31,0.01176,0
orl,orl,21,0,0
phx,phx,62,1,0.17414
ind,ind,30,4e-5,0
sa,sa,33,0.05226,0
