c_losses,c_wins,carmelo,conference,current_losses,current_wins,division,draft_pick_1,draft_pick_2,draft_pick_3,elo,elo_long,f_losses,f_wins,losses,make_conf_finals,make_conf_semis,make_finals,make_playoffs,name,playoff_losses,playoff_wins,point_diff,q_losses,q_wins,rating,rating_fs,rating_playoff,s_losses,s_wins,seed_1,seed_10,seed_11,seed_12,seed_13,seed_14,seed_15,seed_2,seed_3,seed_4,seed_5,seed_6,seed_7,seed_8,seed_9,win_finals,winpct,wins,eliminated,series_clinches,elo_change,rating_change
0,0,1644.02452693287,Eastern,20,50,Eastern Central,0,0,0,1642.75114525209,1613.61187249796,0,0,24.11242,0.55116,0.81454,0.30178,1,MIL,0,0,329.44698,0,0,1647.91417196681,1673.82815491001,1701.10986057847,0,0,0.69284,0,0,0,0,0,0,0.23238,0.07292,0.00186,0,0,0,0,0,0.19562,0.705946097560973,57.88758,FALSE,list(),-14,-14
0,0,1512.54980574262,Western,37,35,Western Northwest,0,0,0,1513.19416218866,1510.48873248519,0,0,41.42664,0.10922,0.24604,0.04664,0.5568,MIN,0,0,-8.98648,0,0,1566.2926171069,1598.16526693078,1607.91571280017,0,0,0,0.1273,0.09512,0.04936,0.0132,0,0,0,8e-05,0.02224,0.06388,0.10966,0.17388,0.18706,0.15822,0.01414,0.494797073170735,40.57336,FALSE,list(),4,16
0,0,1534.17797512059,Eastern,34,38,Eastern Southeast,0,0,0,1525.85910336896,1537.0166464395,0,0,38.52376,0.07804,0.20882,0.02734,0.83278,MIA,0,0,-33.6914,0,0,1563.33141386851,1580.43618546368,1612.1218934512,0,0,0,0.03018,0.00154,1e-04,0,0,0,0,0,1e-04,0.02284,0.15622,0.4373,0.21632,0.1354,0.01166,0.530198048780469,43.47624,FALSE,list(),9,7
0,0,1477.72899880345,Eastern,39,32,Eastern Southeast,0,0,0,1473.05432658167,1472.1337974105,0,0,44.62068,0.00122,0.00484,0.00018,0.04632,WSH,0,0,-52.863,0,0,1494.58582946101,1507.04117900728,1508.58991572106,0,0,0,0.14482,0.40502,0.29724,0.04232,0,0,0,0,0,0,1e-04,0.00744,0.03878,0.06428,6e-05,0.45584536585368,37.37932,FALSE,list(),-21,-21
0,0,1507.05760578708,Eastern,35,35,Eastern Southeast,0,0,0,1504.63100938648,1511.44055959582,0,0,40.56172,0.02242,0.07436,0.00562,0.51036,ATL,0,0,4.52468,0,0,1531.79753650921,1541.89150803163,1555.12326587541,0,0,0,0.17542,0.03646,0.00778,6e-05,0,0,0,0,0,0.00104,0.03202,0.22452,0.25278,0.26992,0.00162,0.505344878048777,41.43828,FALSE,list(),-17,-19
0,0,1633.73349808986,Eastern,23,49,Eastern Atlantic,0,0,0,1624.83147496114,1628.14881970539,0,0,26.20414,0.46402,0.80816,0.25234,1,BOS,0,0,442.27296,0,0,1657.3624062025,1660.24835634762,1696.59890142762,0,0,0.1924,0,0,0,0,0,0,0.5184,0.2733,0.01576,0.00014,0,0,0,0,0.16224,0.680437317073181,55.79586,FALSE,list(),-2,3
0,0,1298.41938067795,Eastern,55,16,Eastern Central,0,0,0,1299.45036711309,1333.92816848401,0,0,63.55812,0,0,0,0,DET,0,0,-629.15822,0,0,1247.07159125478,1300.42723521181,1302.90022550464,0,0,0,0,0,0,0,2e-04,0.9998,0,0,0,0,0,0,0,0,0,0.224900975609766,18.44188,FALSE,list(),6,-55
0,0,1553.00411555916,Western,24,47,Western Northwest,0,0,0,1569.93702149614,1575.1926275772,0,0,28.10938,0.45444,0.72188,0.26102,1,DEN,0,0,304.77124,0,0,1626.59993581603,1629.90914882197,1667.6045941658,0,0,0.90464,0,0,0,0,0,0,0.07946,0.01588,2e-05,0,0,0,0,0,0.11206,0.657202682926845,53.89062,FALSE,list(),-16,-2
0,0,1613.20969574347,Eastern,30,42,Eastern Atlantic,0,0,0,1604.26556062733,1569.69468570996,0,0,33.7177,0.11116,0.39696,0.03458,0.99734,NY,0,0,248.20254,0,0,1601.16547047756,1603.17172512347,1606.21158432209,0,0,0,4e-05,0,0,0,0,0,2e-05,0.00226,0.14654,0.7361,0.09928,0.00922,0.00392,0.00262,0.01454,0.588808536585333,48.2823,FALSE,list(),22,12
0,0,1507.58951176425,Western,35,36,Western Southwest,0,0,0,1501.03464510665,1525.54963870217,0,0,39.70562,0.19022,0.42308,0.08652,0.83776,DAL,0,0,66.59996,0,0,1553.08049587311,1594.41312029864,1624.29567088839,0,0,0,0.04814,0.02036,0.00654,0.00058,0,0,0,0.00166,0.10986,0.22464,0.20548,0.1694,0.12672,0.08662,0.0275,0.515785121951209,42.29438,FALSE,list(),-2,-16
0,0,1525.56462448463,Eastern,31,39,Eastern Atlantic,0,0,0,1521.33223839104,1528.13893383525,0,0,36.51584,0.02128,0.12428,0.0043,0.9399,BKN,0,0,58.05494,0,0,1500.78971098559,1512.16586738732,1530.55254133668,0,0,0,0.00418,4e-05,0,0,0,0,0,2e-05,0.01458,0.09284,0.68484,0.09104,0.05658,0.05588,0.00108,0.554684878048754,45.48416,FALSE,list(),-10,3
0,0,1397.81012264774,Western,39,31,Western Northwest,0,0,0,1393.30524523753,1417.03030152151,0,0,45.86826,0.00092,0.00354,0.00022,0.01498,POR,0,0,-142.15064,0,0,1442.15800725357,1480.18978849061,1495.71450879145,0,0,0,0.02596,0.0697,0.1661,0.70692,0,0,0,0,0,0.00034,0.00092,0.00376,0.00996,0.01634,4e-05,0.440630975609776,36.13174,FALSE,list(),-26,-10
0,0,1519.75217705648,Western,36,34,Western Northwest,0,0,0,1520.75960402193,1486.79406796311,0,0,42.77374,0.00612,0.03104,0.00116,0.16748,OKC,0,0,78.9927,0,0,1472.33342408335,1479.99581320778,1484.9877366703,0,0,0,0.1784,0.21606,0.25736,0.0612,0,0,0,0,0.00584,0.01772,0.03278,0.04388,0.06726,0.1195,0.00018,0.478369024390257,39.22626,FALSE,list(),6,5
