TEAM,unit,wins,make_playoffs,win_finals
mil,mil,57,0.98632,0.22516
min,min,40,0.39084,0.00172
mia,mia,44,0.68898,0.01676
wsh,wsh,38,0.33582,7.4e-4
atl,atl,51,0.9181,0.04306
bos,bos,49,0.8727,0.06148
det,det,24,0.00902,0
den,den,50,0.88284,0.06962
ny,ny,43,0.6325,0.00522
dal,dal,49,0.85004,0.02974
bkn,bkn,50,0.89202,0.07488
por,por,48,0.81996,0.0254
okc,okc,19,1.8e-4,0
tor,tor,41,0.51306,0.00472
chi,chi,38,0.36022,9.2e-4
cha,cha,33,0.13778,1.6e-4
uta,uta,54,0.95442,0.08798
gs,gs,37,0.2244,0.00128
cle,cle,25,0.01244,0
hou,hou,19,4.8e-4,0
lal,lal,42,0.48612,0.01588
phi,phi,53,0.96238,0.09496
mem,mem,44,0.58644,0.00568
no,no,48,0.79404,0.02464
lac,lac,46,0.7651,0.11212
sac,sac,33,0.09116,2e-4
orl,orl,23,0.0066,0
phx,phx,53,0.94706,0.09034
ind,ind,44,0.67206,0.00686
sa,sa,36,0.20692,4.8e-4
