TEAM,unit,wins,make_playoffs,win_finals
mil,mil,50,0.86438,0.0538
min,min,47,0.79092,0.02614
mia,mia,48,0.8259,0.05022
wsh,wsh,33,0.11596,2.6e-4
atl,atl,50,0.863,0.05062
bos,bos,58,0.98678,0.2376
det,det,23,0.00652,0
den,den,53,0.95298,0.12052
ny,ny,41,0.44866,0.00488
dal,dal,51,0.90766,0.07226
bkn,bkn,44,0.6562,0.01758
por,por,40,0.43972,0.0034
okc,okc,23,0.00916,0
tor,tor,49,0.84304,0.0468
chi,chi,34,0.16686,8.2e-4
cha,cha,43,0.57176,0.00896
uta,uta,42,0.51718,0.00268
gs,gs,48,0.83206,0.04954
cle,cle,46,0.70902,0.02084
hou,hou,18,0.00112,0
lal,lal,31,0.10646,6.6e-4
phi,phi,47,0.79858,0.05482
mem,mem,52,0.91702,0.0711
no,no,44,0.64546,0.01184
lac,lac,47,0.78254,0.0316
sac,sac,32,0.10978,3.8e-4
orl,orl,23,0.00698,2e-5
phx,phx,50,0.88934,0.06172
ind,ind,33,0.13636,5.4e-4
sa,sa,31,0.0986,4e-4
