TEAM,unit,wins,make_playoffs,win_finals
mil,mil,58,1,0.1971
min,min,41,0.6054,0.01712
mia,mia,44,0.87114,0.01464
wsh,wsh,38,0.08706,6e-5
atl,atl,41,0.53706,0.0016
bos,bos,56,1,0.1727
det,det,18,0,0
den,den,54,1,0.11928
ny,ny,48,0.99222,0.01398
dal,dal,42,0.81836,0.02852
bkn,bkn,46,0.92978,0.0012
por,por,36,0.0142,4e-5
okc,okc,39,0.148,1e-4
tor,tor,41,0.43406,0.00584
chi,chi,38,0.119,2.8e-4
cha,cha,25,0,0
uta,uta,38,0.09998,2e-5
gs,gs,43,0.835,0.06066
cle,cle,51,0.99994,0.03006
hou,hou,21,0,0
lal,lal,41,0.46172,0.01172
phi,phi,55,1,0.17218
mem,mem,50,0.99998,0.11194
no,no,39,0.17596,0.00128
lac,lac,44,0.8857,0.00754
sac,sac,48,0.99948,0.00422
orl,orl,32,2.2e-4,0
phx,phx,44,0.95622,0.02792
ind,ind,37,0.02952,0
sa,sa,20,0,0
