TEAM,unit,wins,make_playoffs,win_finals
mil,mil,59,1,0.15398
min,min,41,0.4943,0.00794
mia,mia,43,0.83774,0.00552
wsh,wsh,36,0,0
atl,atl,41,0.3817,6.2e-4
bos,bos,57,1,0.26448
det,det,17,0,0
den,den,54,1,0.13922
ny,ny,48,1,0.0153
dal,dal,39,0.0632,4.8e-4
bkn,bkn,45,0.99542,0.00212
por,por,34,0,0
okc,okc,39,0.05052,4e-5
tor,tor,41,0.4718,0.00722
chi,chi,40,0.31334,0.00108
cha,cha,27,0,0
uta,uta,38,0.0027,0
gs,gs,43,0.91272,0.0438
cle,cle,51,1,0.02742
hou,hou,20,0,0
lal,lal,42,0.85918,0.02442
phi,phi,53,1,0.12136
mem,mem,51,1,0.1336
no,no,42,0.75842,0.00904
lac,lac,43,0.85918,0.00646
sac,sac,48,1,0.00338
orl,orl,35,0,0
phx,phx,46,0.99978,0.03252
ind,ind,35,0,0
sa,sa,21,0,0
