TEAM,unit,wins,make_playoffs,win_finals
mil,mil,53,0.96012,0.11516
min,min,42,0.53386,0.00706
mia,mia,45,0.76584,0.03688
wsh,wsh,36,0.22132,4.4e-4
atl,atl,47,0.8156,0.01522
bos,bos,60,0.99752,0.29312
det,det,20,6.2e-4,0
den,den,51,0.92754,0.06296
ny,ny,39,0.34638,0.0015
dal,dal,48,0.84552,0.0433
bkn,bkn,42,0.61206,0.01574
por,por,40,0.39718,0.00222
okc,okc,30,0.03976,6e-5
tor,tor,48,0.85898,0.02984
chi,chi,36,0.2504,0.00132
cha,cha,33,0.1217,0.00142
uta,uta,48,0.83096,0.00918
gs,gs,45,0.76728,0.04482
cle,cle,48,0.85784,0.02458
hou,hou,18,2.2e-4,0
lal,lal,30,0.04564,5.8e-4
phi,phi,47,0.85592,0.05922
mem,mem,52,0.94708,0.10206
no,no,45,0.72684,0.01582
lac,lac,44,0.6541,0.01844
sac,sac,39,0.32054,0.00152
orl,orl,26,0.01326,2e-5
phx,phx,51,0.93846,0.0961
ind,ind,38,0.32244,0.00142
sa,sa,29,0.02502,0
