TEAM,unit,wins,make_playoffs,win_finals
mil,mil,51,0.98338,0.25716
min,min,42,0.73918,0.00274
mia,mia,51,0.97774,0.05558
wsh,wsh,40,0.19136,1.2e-4
atl,atl,41,0.37732,0.0069
bos,bos,44,0.68192,0.0285
det,det,20,0,0
den,den,47,0.95922,0.04324
ny,ny,37,0.0662,1.6e-4
dal,dal,48,0.98156,0.03164
bkn,bkn,49,0.94594,0.07992
por,por,36,0.27568,0.00288
okc,okc,23,6e-5,0
tor,tor,42,0.47736,0.0056
chi,chi,48,0.90458,0.00758
cha,cha,44,0.61054,0.00168
uta,uta,53,0.99914,0.11828
gs,gs,54,0.99856,0.04002
cle,cle,46,0.76892,0.00212
hou,hou,24,1.6e-4,0
lal,lal,37,0.28856,0.00396
phi,phi,50,0.96634,0.0602
mem,mem,52,0.9977,0.03456
no,no,34,0.15684,8.6e-4
lac,lac,38,0.4778,0.02592
sac,sac,29,0.00944,2e-5
orl,orl,19,0,0
phx,phx,60,1,0.18902
ind,ind,36,0.0484,0.0011
sa,sa,34,0.1161,2.4e-4
