TEAM,unit,wins,make_playoffs,win_finals
mil,mil,58,1,0.1848
min,min,42,0.66373,0.00851
mia,mia,44,0.59335,0.00776
wsh,wsh,35,0,0
atl,atl,41,1,0.00166
bos,bos,57,1,0.22493
det,det,17,0,0
den,den,53,1,0.12706
ny,ny,47,1,0.01007
dal,dal,38,0,0
bkn,bkn,45,1,7.8e-4
por,por,33,0,0
okc,okc,40,0.08535,1e-5
tor,tor,41,0.31699,0.0081
chi,chi,40,0.08966,2.3e-4
cha,cha,27,0,0
uta,uta,37,0,0
gs,gs,44,1,0.07906
cle,cle,51,1,0.02926
hou,hou,22,0,0
lal,lal,43,1,0.02459
phi,phi,54,1,0.15177
mem,mem,51,1,0.10012
no,no,42,0.25092,0.0016
lac,lac,44,1,0.00672
sac,sac,48,1,0.00117
orl,orl,34,0,0
phx,phx,45,1,0.0318
ind,ind,35,0,0
sa,sa,22,0,0
