TEAM,unit,wins,make_playoffs,win_finals
mil,mil,57,0.99998,0.1697
min,min,42,0.63762,0.01738
mia,mia,45,0.83536,0.01756
wsh,wsh,40,0.36424,0.0012
atl,atl,41,0.50248,0.00386
bos,bos,57,1,0.2337
det,det,22,0,0
den,den,56,1,0.1492
ny,ny,45,0.83822,0.00564
dal,dal,45,0.9321,0.06078
bkn,bkn,46,0.90122,0.00342
por,por,38,0.1657,4.4e-4
okc,okc,38,0.0858,6e-5
tor,tor,41,0.4581,0.00876
chi,chi,37,0.08456,3.6e-4
cha,cha,26,0,0
uta,uta,39,0.18964,8e-5
gs,gs,43,0.71888,0.04756
cle,cle,51,0.99708,0.04338
hou,hou,18,0,0
lal,lal,40,0.33232,0.0176
phi,phi,51,0.99684,0.07456
mem,mem,51,0.99734,0.0959
no,no,42,0.58872,0.0032
lac,lac,45,0.865,0.0173
sac,sac,43,0.59756,0.00118
orl,orl,33,0.00636,0
phx,phx,45,0.88932,0.02716
ind,ind,34,0.01556,2e-5
sa,sa,20,0,0
