TEAM,unit,wins,make_playoffs,win_finals
mil,mil,57,1,0.16842
min,min,42,0.654,0.0205
mia,mia,45,0.84904,0.02208
wsh,wsh,40,0.3708,9.8e-4
atl,atl,41,0.49914,0.00374
bos,bos,57,1,0.25082
det,det,22,0,0
den,den,56,1,0.14452
ny,ny,45,0.8352,0.00654
dal,dal,45,0.92858,0.06196
bkn,bkn,46,0.90406,0.00378
por,por,38,0.1533,4.8e-4
okc,okc,38,0.0933,4e-5
tor,tor,40,0.44858,0.00912
chi,chi,37,0.07766,1.8e-4
cha,cha,26,2e-5,0
uta,uta,39,0.181,1.8e-4
gs,gs,43,0.70076,0.0462
cle,cle,51,0.9976,0.03872
hou,hou,18,0,0
lal,lal,40,0.34264,0.01688
phi,phi,51,0.9976,0.07204
mem,mem,51,0.99686,0.08808
no,no,42,0.59158,0.0033
lac,lac,45,0.86008,0.01558
sac,sac,43,0.6195,8.6e-4
orl,orl,33,0.00536,0
phx,phx,45,0.8784,0.025
ind,ind,34,0.01494,0
sa,sa,20,0,0
