TEAM,unit,wins,make_playoffs,win_finals
mil,mil,58,1,0.19716
min,min,41,0.58228,0.01134
mia,mia,43,0.74956,0.01068
wsh,wsh,40,0.3118,7.8e-4
atl,atl,42,0.52892,0.00404
bos,bos,58,1,0.17276
det,det,20,0,0
den,den,57,1,0.2121
ny,ny,47,0.97444,0.01252
dal,dal,43,0.82276,0.03432
bkn,bkn,44,0.79344,0.00102
por,por,37,0.07752,2e-4
okc,okc,36,0.01886,0
tor,tor,41,0.4806,0.00756
chi,chi,38,0.1344,5.8e-4
cha,cha,27,0,0
uta,uta,39,0.14002,2e-5
gs,gs,43,0.79524,0.06398
cle,cle,50,0.99774,0.0303
hou,hou,18,0,0
lal,lal,41,0.54794,0.01758
phi,phi,52,0.99954,0.08634
mem,mem,52,0.9997,0.10226
no,no,41,0.46356,0.00136
lac,lac,43,0.70638,0.00782
sac,sac,46,0.91832,0.002
orl,orl,34,0.00308,0
phx,phx,45,0.92742,0.02328
ind,ind,36,0.02648,0
sa,sa,20,0,0
