TEAM,unit,wins,make_playoffs,win_finals
mil,mil,54,0.99962,0.08912
min,min,43,0.69384,0.02172
mia,mia,45,0.88028,0.02252
wsh,wsh,39,0.24234,8.6e-4
atl,atl,42,0.62532,0.00746
bos,bos,57,1,0.2574
det,det,21,0,0
den,den,56,0.99996,0.1481
ny,ny,43,0.6782,0.00438
dal,dal,47,0.97458,0.15682
bkn,bkn,46,0.8837,0.00554
por,por,40,0.28068,0.00106
okc,okc,38,0.09762,6e-5
tor,tor,40,0.39804,0.0049
chi,chi,39,0.24896,8e-4
cha,cha,25,0,0
uta,uta,38,0.1083,4e-5
gs,gs,43,0.69704,0.02458
cle,cle,50,0.99428,0.04082
hou,hou,18,0,0
lal,lal,40,0.3133,0.0161
phi,phi,50,0.98568,0.06782
mem,mem,50,0.9894,0.08576
no,no,43,0.66546,0.00636
lac,lac,44,0.74526,0.01214
sac,sac,43,0.58878,0.00126
orl,orl,32,0.00386,0
phx,phx,45,0.84578,0.0243
ind,ind,36,0.05972,8e-5
sa,sa,21,0,0
