c_losses,c_wins,carmelo,conference,current_losses,current_wins,division,draft_pick_1,draft_pick_2,draft_pick_3,elo,elo_long,f_losses,f_wins,losses,make_conf_finals,make_conf_semis,make_finals,make_playoffs,name,playoff_losses,playoff_wins,point_diff,q_losses,q_wins,rating,rating_fs,rating_playoff,s_losses,s_wins,seed_1,seed_10,seed_11,seed_12,seed_13,seed_14,seed_15,seed_2,seed_3,seed_4,seed_5,seed_6,seed_7,seed_8,seed_9,win_finals,winpct,wins,eliminated,series_clinches,elo_change,rating_change
0,0,1666.78166974058,Eastern,19,49,Eastern Central,0,0,0,1666.56901296534,1622.44960346039,0,0,23.43496,0.61274,0.83722,0.36916,1,MIL,0,0,355.29858,0,0,1670.06166936206,1682.01160957231,1710.88197761114,0,0,0.81364,0,0,0,0,0,0,0.16148,0.02368,0.0012,0,0,0,0,0,0.23622,0.714207804878043,58.56504,FALSE,list(),9,18
0,0,1531.576035956,Western,34,35,Western Northwest,0,0,0,1533.36152222628,1520.490470984,0,0,39.98118,0.1352,0.32264,0.05438,0.7118,MIN,0,0,14.63992,0,0,1572.25395412708,1603.00291891208,1613.7223896602,0,0,0,0.09198,0.04746,0.01866,0.0046,0,0,6e-05,0.0142,0.07282,0.12144,0.167,0.18086,0.15542,0.1255,0.0184,0.512424634146334,42.01882,FALSE,list(),0,3
0,0,1530.36506820718,Eastern,33,37,Eastern Southeast,0,0,0,1520.30034065714,1535.34501869976,0,0,38.60636,0.07946,0.20694,0.0255,0.83124,MIA,0,0,-41.62036,0,0,1556.39848948306,1570.21865573237,1604.17075436369,0,0,0,0.0292,0.004,0.00016,0,0,0,0,0,0.00086,0.03282,0.10994,0.46998,0.21764,0.1354,0.0096,0.5291907317073,43.39364,FALSE,list(),-8,-9
0,0,1491.63081943521,Eastern,37,31,Eastern Southeast,0,0,0,1488.96601965504,1480.80652789762,0,0,43.82826,0.00356,0.01384,8e-04,0.12612,WSH,0,0,-25.42866,0,0,1515.90958392992,1513.45584391207,1515.33315991395,0,0,0,0.23858,0.32624,0.14152,0.02802,0,0,0,0,0,0,0.00036,0.03472,0.09104,0.13952,2e-04,0.465509024390262,38.17174,FALSE,list(),-20,-9
0,0,1498.8467415884,Eastern,35,34,Eastern Southeast,0,0,0,1497.09828286952,1507.77415154651,0,0,41.05298,0.02362,0.0748,0.00516,0.51222,ATL,0,0,-3.97908,0,0,1531.88360580707,1540.7041182955,1553.05351895149,0,0,0,0.16454,0.05624,0.01116,0.00028,0,0,0,0,0,0.00146,0.01496,0.23072,0.26508,0.25556,0.00124,0.499353902439025,40.94702,FALSE,list(),-17,-19
0,0,1627.04967370545,Eastern,22,47,Eastern Atlantic,0,0,0,1617.03161355378,1623.81963352198,0,0,26.35916,0.48584,0.7961,0.26174,1,BOS,0,0,437.48296,0,0,1649.94834857556,1659.20991382755,1692.77499007059,0,0,0.1553,0,0,0,0,0,0,0.6526,0.16558,0.02606,0.00046,0,0,0,0,0.15746,0.678546829268303,55.64084,FALSE,list(),5,-3
0,0,1310.14407008618,Eastern,53,16,Eastern Central,0,0,0,1311.99397030693,1341.18621775559,0,0,63.08784,0,0,0,0,DET,0,0,-606.86586,0,0,1300.06170351513,1311.10894778182,1318.46458165822,0,0,0,0,0,0,0,0.00064,0.99936,0,0,0,0,0,0,0,0,0,0.230636097560984,18.91216,FALSE,list(),-2,-12
0,0,1562.66368594579,Western,22,46,Western Northwest,0,0,0,1578.28303622762,1579.24026868772,0,0,27.37478,0.46124,0.73946,0.2674,1,DEN,0,0,314.2697,0,0,1633.63198633279,1632.06174768255,1675.74419189684,0,0,0.9439,0,0,0,0,0,0,0.05238,0.0037,2e-05,0,0,0,0,0,0.12446,0.666161219512209,54.62522,FALSE,list(),-61,-10
0,0,1599.79925871418,Eastern,30,40,Eastern Atlantic,0,0,0,1589.34991401677,1560.80078497529,0,0,34.68024,0.09902,0.3576,0.0316,0.98924,NY,0,0,227.17684,0,0,1577.77972413514,1596.17253756589,1600.87059768855,0,0,0,1e-04,0,0,0,0,0,2e-05,0.00552,0.09076,0.53208,0.30778,0.03688,0.0162,0.01066,0.01154,0.577070243902409,47.31976,FALSE,list(),-28,-23
0,0,1497.09252038589,Western,35,34,Western Southwest,0,0,0,1488.06849122148,1519.23351016354,0,0,40.37946,0.12596,0.27648,0.05292,0.61636,DAL,0,0,66.60286,0,0,1552.19859696242,1587.52111227195,1618.45303101588,0,0,0,0.1203,0.07672,0.02872,0.00634,0,0,8e-05,0.00518,0.03628,0.08206,0.1242,0.18354,0.18502,0.15156,0.01788,0.507567560975605,41.62054,FALSE,list(),-21,-41
