TEAM,unit,wins,make_playoffs,win_finals
mil,mil,51,1,0.12906
min,min,46,1,0.003
mia,mia,53,1,0.07305
wsh,wsh,35,0,0
atl,atl,43,0.55265,0.00454
bos,bos,51,1,0.32047
det,det,23,0,0
den,den,48,1,0.00215
ny,ny,37,0,0
dal,dal,52,1,0.0206
bkn,bkn,44,1,0.01802
por,por,27,0,0
okc,okc,24,0,0
tor,tor,48,1,0.00219
chi,chi,46,1,0
cha,cha,43,0,0
uta,uta,49,1,0.02819
gs,gs,53,1,0.08446
cle,cle,44,0.44735,3e-5
hou,hou,20,0,0
lal,lal,33,0,0
phi,phi,51,1,0.04799
mem,mem,56,1,0.03977
no,no,36,0.28075,6.8e-4
lac,lac,42,0.71925,0.01935
sac,sac,30,0,0
orl,orl,22,0,0
phx,phx,64,1,0.20645
ind,ind,25,0,0
sa,sa,34,0,0
