TEAM,unit,wins,make_playoffs,win_finals
mil,mil,55,0.98248,0.19398
min,min,41,0.41924,0.002
mia,mia,46,0.76028,0.02406
wsh,wsh,39,0.3767,0.00128
atl,atl,52,0.93334,0.05336
bos,bos,48,0.83976,0.05412
det,det,24,0.00672,0
den,den,51,0.91504,0.08252
ny,ny,44,0.65368,0.00592
dal,dal,48,0.82226,0.02668
bkn,bkn,49,0.86896,0.06774
por,por,47,0.7776,0.02292
okc,okc,19,2.8e-4,0
tor,tor,39,0.40808,0.00306
chi,chi,39,0.37692,6.2e-4
cha,cha,34,0.17892,3.6e-4
uta,uta,54,0.96016,0.09024
gs,gs,37,0.255,0.0015
cle,cle,25,0.01042,0
hou,hou,20,6.4e-4,0
lal,lal,41,0.45666,0.01596
phi,phi,54,0.9704,0.10672
mem,mem,44,0.60106,0.00596
no,no,46,0.72332,0.02048
lac,lac,47,0.8028,0.13718
sac,sac,34,0.11424,2.4e-4
orl,orl,23,0.00596,0
phx,phx,52,0.9244,0.07552
ind,ind,43,0.62738,0.007
sa,sa,37,0.2273,5.8e-4
