c_losses,c_wins,conference,current_losses,current_wins,division,draft_pick_1,draft_pick_2,draft_pick_3,elo,f_losses,f_wins,losses,make_conf_finals,make_conf_semis,make_finals,make_playoffs,name,playoff_losses,playoff_wins,point_diff,q_losses,q_wins,rating,rating_fs,rating_playoff,s_losses,s_wins,seed_1,seed_10,seed_11,seed_12,seed_13,seed_14,seed_15,seed_2,seed_3,seed_4,seed_5,seed_6,seed_7,seed_8,seed_9,win_finals,winpct,wins,eliminated,elo_change,rating_change
0,0,Eastern,24,58,Eastern Central,0,0,0,1598.30889999997,0,0,24,0.57507,0.76378,0.29488,1,MIL,0,0,298,0,0,1703.21781482717,1677.41260054877,1703.21781482717,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1947,0.707317073170696,58,FALSE,-12,394
0,0,Western,40,42,Western Northwest,0,0,0,1547.77489999997,0,0,40,0.13121,0.2531,0.05427,1,MIN,1,1,16,0,0,1596.3982131289,1612.2350870037,1613.58466771876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.01472,0.512195121951209,42,FALSE,13,19
0,0,Eastern,38,44,Eastern Southeast,0,0,0,1537.51130000001,0,0,38,0.11598,0.23622,0.03153,1,MIA,1,1,-26,0,0,1611.39448105189,1589.65690764058,1620.87054296339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.01389,0.536585365853631,44,FALSE,-3,93
0,0,Eastern,47,35,Eastern Southeast,0,0,0,1436.36330000004,0,0,47,0,0,0,0,WSH,0,0,-99,0,0,1508.96723832171,1506.28592475333,1508.96723832171,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.426829268292718,35,TRUE,-14,442
0,0,Eastern,41,41,Eastern Southeast,0,0,0,1529.30939999983,0,0,41,0.01482,0.07947,0.00342,1,ATL,1,1,22,1,0,1564.05048038267,1549.92483680524,1564.7477116559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.00097,0.5,41,FALSE,10,199
0,0,Eastern,25,57,Eastern Atlantic,0,0,0,1685.99359999983,0,0,25,0.55223,0.92053,0.34241,1,BOS,0,1,548,0,1,1718.11354507502,1691.96396616594,1718.63170873946,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.23931,0.695121951219429,57,FALSE,6,81
0,0,Eastern,65,17,Eastern Central,0,0,0,1271.08690000022,0,0,65,0,0,0,0,DET,0,0,-674,0,0,1287.12956789876,1298.6091844263,1300.06173100903,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.207317073170754,17,TRUE,-3,107
0,0,Western,29,53,Western Northwest,0,0,0,1548.90850000009,0,0,29,0.52414,0.7469,0.32666,1,DEN,0,0,273,0,0,1679.40597111293,1638.06269150718,1679.40597111293,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13761,0.646341463414583,53,FALSE,9,130
0,0,Eastern,35,47,Eastern Atlantic,0,0,0,1596.93450000006,0,0,35,0.16701,0.58811,0.03803,1,NY,0,1,244,0,1,1608.4235594701,1607.58787030914,1608.29549185873,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.01586,0.573170731707274,47,FALSE,-7,54
0,0,Western,44,38,Western Southwest,0,0,0,1442.2972999999,0,0,44,0,0,0,0,DAL,0,0,6,0,0,1586.73959689342,1560.57526483759,1586.73959689342,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.463414634146367,38,TRUE,-37,356
