TEAM,unit,wins,make_playoffs,win_finals
mil,mil,53,0.93744,0.09102
min,min,44,0.69464,0.01708
mia,mia,46,0.75922,0.03856
wsh,wsh,33,0.12182,3e-4
atl,atl,49,0.86562,0.04666
bos,bos,55,0.975,0.2029
det,det,23,0.00662,0
den,den,50,0.89782,0.05834
ny,ny,40,0.43012,0.00426
dal,dal,51,0.91012,0.0809
bkn,bkn,40,0.4547,0.00942
por,por,39,0.38904,0.00198
okc,okc,27,0.03026,0
tor,tor,48,0.84132,0.03978
chi,chi,35,0.20826,0.00158
cha,cha,42,0.5394,0.00968
uta,uta,44,0.62528,0.00466
gs,gs,47,0.81396,0.0547
cle,cle,48,0.79984,0.02658
hou,hou,18,7.2e-4,0
lal,lal,32,0.11446,7e-4
phi,phi,49,0.87232,0.07134
mem,mem,52,0.93774,0.10516
no,no,46,0.76918,0.02044
lac,lac,42,0.5645,0.01574
sac,sac,31,0.09278,3.2e-4
orl,orl,24,0.0128,0
phx,phx,52,0.94246,0.0965
ind,ind,34,0.17552,7.6e-4
sa,sa,35,0.21704,6.4e-4
