TEAM,unit,wins,make_playoffs,win_finals
mil,mil,56,1,0.15114
min,min,43,0.73878,0.01884
mia,mia,45,0.85812,0.0165
wsh,wsh,39,0.27776,8e-4
atl,atl,42,0.623,0.00592
bos,bos,57,1,0.22516
det,det,22,0,0
den,den,56,1,0.16672
ny,ny,44,0.75732,0.00502
dal,dal,46,0.94198,0.07336
bkn,bkn,45,0.86292,0.00348
por,por,38,0.16092,3.2e-4
okc,okc,37,0.05284,0
tor,tor,41,0.46428,0.00914
chi,chi,38,0.14278,6e-4
cha,cha,26,0,0
uta,uta,40,0.2161,1.8e-4
gs,gs,43,0.72212,0.0433
cle,cle,52,0.99854,0.05162
hou,hou,18,0,0
lal,lal,40,0.28334,0.01514
phi,phi,51,0.99564,0.07174
mem,mem,50,0.99468,0.08762
no,no,43,0.64726,0.00436
lac,lac,43,0.73032,0.0103
sac,sac,43,0.5827,7.4e-4
orl,orl,33,0.00758,4e-5
phx,phx,46,0.92896,0.03794
ind,ind,34,0.01206,2e-5
sa,sa,20,0,0
