TEAM,unit,wins,make_playoffs,win_finals
mil,mil,58,1,0.21516
min,min,41,0.56206,0.01094
mia,mia,43,0.791,0.00832
wsh,wsh,38,0.11244,1.2e-4
atl,atl,42,0.6087,0.00276
bos,bos,57,1,0.17486
det,det,18,0,0
den,den,55,1,0.12796
ny,ny,47,0.98714,0.011
dal,dal,42,0.71896,0.02296
bkn,bkn,47,0.9671,0.00194
por,por,37,0.03674,8e-5
okc,okc,39,0.10122,2e-5
tor,tor,40,0.3367,0.00354
chi,chi,38,0.1654,7.4e-4
cha,cha,26,0,0
uta,uta,39,0.10322,6e-5
gs,gs,43,0.85402,0.08652
cle,cle,51,0.99976,0.03768
hou,hou,18,0,0
lal,lal,41,0.5025,0.01236
phi,phi,53,1,0.12102
mem,mem,51,0.99986,0.1121
no,no,40,0.3769,0.00248
lac,lac,43,0.77326,0.00624
sac,sac,47,0.99292,0.00366
orl,orl,33,0.00134,0
phx,phx,46,0.97834,0.03744
ind,ind,36,0.03042,4e-5
sa,sa,20,0,0
