TEAM,unit,wins,make_playoffs,win_finals
mil,mil,49,0.82402,0.04734
min,min,47,0.79926,0.02452
mia,mia,51,0.8727,0.0645
wsh,wsh,32,0.09706,3e-4
atl,atl,51,0.88018,0.05688
bos,bos,57,0.97206,0.20722
det,det,23,0.0078,0
den,den,54,0.96176,0.12992
ny,ny,40,0.41828,0.00432
dal,dal,51,0.91182,0.0638
bkn,bkn,45,0.66228,0.01858
por,por,38,0.41528,0.00314
okc,okc,24,0.01588,0
tor,tor,50,0.85448,0.048
chi,chi,35,0.19656,0.00134
cha,cha,42,0.52234,0.00928
uta,uta,38,0.3857,0.0012
gs,gs,49,0.87088,0.0566
cle,cle,44,0.6396,0.01748
hou,hou,19,0.00226,0
lal,lal,33,0.18004,0.00126
phi,phi,50,0.8666,0.06892
mem,mem,52,0.94184,0.08202
no,no,42,0.5911,0.00798
lac,lac,47,0.81088,0.03244
sac,sac,31,0.13494,2.8e-4
orl,orl,24,0.00966,0
phx,phx,49,0.86774,0.05186
ind,ind,35,0.17638,7e-4
sa,sa,30,0.11062,1.2e-4
