TEAM,unit,wins,make_playoffs,win_finals
mil,mil,58,1,0.1982
min,min,43,0.9089,0.02122
mia,mia,43,0.8462,0.00664
wsh,wsh,37,0.00794,2e-5
atl,atl,41,0.43174,0.0013
bos,bos,56,1,0.16636
det,det,18,0,0
den,den,56,1,0.16514
ny,ny,47,0.99594,0.0098
dal,dal,40,0.32816,0.00552
bkn,bkn,45,0.95564,0.00116
por,por,34,0,0
okc,okc,40,0.12204,4e-5
tor,tor,41,0.49262,0.00772
chi,chi,40,0.2693,7.2e-4
cha,cha,28,0,0
uta,uta,37,0.00828,0
gs,gs,43,0.925,0.04398
cle,cle,52,1,0.03468
hou,hou,20,0,0
lal,lal,41,0.47308,0.00938
phi,phi,53,1,0.1396
mem,mem,52,1,0.152
no,no,41,0.4707,0.00346
lac,lac,43,0.79074,0.00488
sac,sac,49,1,0.00264
orl,orl,34,6e-5,0
phx,phx,44,0.9731,0.02554
ind,ind,35,5.6e-4,0
sa,sa,21,0,0
