TEAM,unit,wins,make_playoffs,win_finals
mil,mil,53,0.98354,0.10034
min,min,40,0.37382,0.0042
mia,mia,44,0.78122,0.02352
wsh,wsh,32,0.0757,1.2e-4
atl,atl,43,0.7022,0.01262
bos,bos,58,0.9991,0.27048
det,det,24,0.00168,0
den,den,50,0.9251,0.04356
ny,ny,45,0.77502,0.00792
dal,dal,45,0.72492,0.02564
bkn,bkn,47,0.89858,0.02308
por,por,43,0.57632,0.00486
okc,okc,29,0.00974,2e-5
tor,tor,41,0.54706,0.00788
chi,chi,34,0.12994,4.8e-4
cha,cha,28,0.02252,1.4e-4
uta,uta,44,0.63298,0.0036
gs,gs,44,0.69368,0.05274
cle,cle,49,0.92992,0.02324
hou,hou,23,2.4e-4,0
lal,lal,36,0.16442,0.00336
phi,phi,48,0.92276,0.07994
mem,mem,55,0.98916,0.19244
no,no,49,0.8862,0.02948
lac,lac,43,0.58618,0.01646
sac,sac,43,0.52362,0.00292
orl,orl,28,0.00922,0
phx,phx,49,0.9131,0.0704
ind,ind,36,0.22154,5.6e-4
sa,sa,24,5.2e-4,0
