TEAM,unit,wins,make_playoffs,win_finals
mil,mil,58,1,0.19504
min,min,43,0.76784,0.0147
mia,mia,44,0.81624,0.01248
wsh,wsh,39,0.25148,5.4e-4
atl,atl,41,0.4825,0.00298
bos,bos,56,1,0.14712
det,det,20,0,0
den,den,57,1,0.21868
ny,ny,49,0.99418,0.016
dal,dal,43,0.829,0.03036
bkn,bkn,45,0.88934,0.00178
por,por,38,0.11214,2.6e-4
okc,okc,37,0.03572,0
tor,tor,41,0.48386,0.0065
chi,chi,37,0.06022,2.6e-4
cha,cha,25,0,0
uta,uta,38,0.06328,4e-5
gs,gs,44,0.87154,0.08424
cle,cle,51,0.99896,0.04074
hou,hou,19,0,0
lal,lal,41,0.44278,0.0091
phi,phi,52,0.99976,0.0902
mem,mem,50,0.99926,0.09008
no,no,40,0.3345,0.00126
lac,lac,42,0.61348,0.00454
sac,sac,46,0.9505,0.0018600000000000001
orl,orl,34,0.00292,0
phx,phx,46,0.97996,0.03124
ind,ind,36,0.02054,0
sa,sa,20,0,0
