TEAM,unit,wins,make_playoffs,win_finals
mil,mil,58,1,0.1868
min,min,41,0.60296,0.01166
mia,mia,44,0.8169,0.016
wsh,wsh,40,0.30652,0.00108
atl,atl,42,0.51752,0.00354
bos,bos,58,1,0.19082
det,det,21,0,0
den,den,57,1,0.21788
ny,ny,47,0.9536,0.01132
dal,dal,43,0.83566,0.0364
bkn,bkn,44,0.79938,0.00148
por,por,38,0.13254,3.8e-4
okc,okc,36,0.04058,2e-5
tor,tor,41,0.465,0.007
chi,chi,38,0.1102,3.2e-4
cha,cha,27,0,0
uta,uta,39,0.14782,4e-5
gs,gs,43,0.81984,0.0658
cle,cle,50,0.99788,0.0354
hou,hou,18,0,0
lal,lal,41,0.46888,0.01502
phi,phi,51,0.99774,0.06704
mem,mem,51,0.99952,0.09644
no,no,40,0.40234,0.0015
lac,lac,43,0.7046,0.00782
sac,sac,46,0.92882,0.00194
orl,orl,34,0.0044,0
phx,phx,45,0.91644,0.02424
ind,ind,36,0.03086,6e-5
sa,sa,20,0,0
