TEAM,unit,wins,make_playoffs,win_finals
mil,mil,58,1,0.21612
min,min,42,0.68286,0.0123
mia,mia,44,0.81156,0.01064
wsh,wsh,40,0.2695,6.4e-4
atl,atl,41,0.47872,0.00276
bos,bos,56,1,0.14634
det,det,19,0,0
den,den,57,1,0.21812
ny,ny,48,0.9839,0.01004
dal,dal,43,0.84914,0.02702
bkn,bkn,45,0.91058,0.00152
por,por,38,0.11262,4.6e-4
okc,okc,37,0.04888,6e-5
tor,tor,41,0.4739,0.00582
chi,chi,37,0.05216,1.2e-4
cha,cha,26,0,0
uta,uta,37,0.0491,0
gs,gs,43,0.83484,0.06978
cle,cle,51,0.99876,0.03952
hou,hou,19,0,0
lal,lal,41,0.54012,0.01142
phi,phi,53,0.99994,0.10478
mem,mem,50,0.9989,0.07772
no,no,40,0.32234,8.8e-4
lac,lac,42,0.62254,0.00482
sac,sac,46,0.9564,0.00208
orl,orl,33,0.00152,0
phx,phx,46,0.98226,0.03704
ind,ind,36,0.01946,0
sa,sa,20,0,0
