TEAM,unit,wins,make_playoffs,win_finals
mil,mil,59,1,0.24906
min,min,42,0.701,0.01784
mia,mia,43,0.81796,0.0097
wsh,wsh,38,0.13146,2.8e-4
atl,atl,41,0.49606,0.00156
bos,bos,56,1,0.14952
det,det,19,0,0
den,den,54,1,0.10248
ny,ny,48,0.99262,0.01228
dal,dal,41,0.58576,0.0185
bkn,bkn,46,0.96492,0.00204
por,por,37,0.02058,6e-5
okc,okc,39,0.14248,6e-5
tor,tor,40,0.42822,0.00502
chi,chi,38,0.15424,6e-4
cha,cha,26,0,0
uta,uta,38,0.0789,4e-5
gs,gs,44,0.88854,0.0927
cle,cle,51,0.9999,0.038
hou,hou,19,0,0
lal,lal,42,0.6346,0.01872
phi,phi,53,1,0.1179
mem,mem,51,0.99992,0.12476
no,no,40,0.2466,0.00128
lac,lac,43,0.78274,0.0064
sac,sac,47,0.9908,0.00268
orl,orl,32,4e-4,0
phx,phx,44,0.92808,0.02852
ind,ind,36,0.01422,0
sa,sa,21,0,0
