TEAM,unit,wins,make_playoffs,win_finals
mil,mil,46,1,0.0792
min,min,23,0,0
mia,mia,39,0.97885,0.01845
wsh,wsh,32,0.14384,0
atl,atl,40,0.99385,0.006
bos,bos,38,0.9664,0.0096
det,det,22,0,0
den,den,47,1,0.0315
ny,ny,39,0.9259,0
dal,dal,41,0.96655,0.00315
bkn,bkn,47,1,0.1371
por,por,41,0.96565,0.00795
okc,okc,22,0,0
tor,tor,31,0.08998,4.5e-4
chi,chi,29,0.00975,0
cha,cha,35,0.46633,0
uta,uta,52,1,0.1503
gs,gs,37,0.46617,1.5e-4
cle,cle,23,0,0
hou,hou,17,0,0
lal,lal,41,0.97675,0.05399
phi,phi,49,1,0.19574
mem,mem,37,0.45539,1.5e-4
no,no,33,0.08325,6e-4
lac,lac,48,1,0.25377
sac,sac,31,0.00825,0
orl,orl,22,0,0
phx,phx,51,1,0.0516
ind,ind,35,0.4251,3e-4
sa,sa,34,0.07799,0
