TEAM,unit,wins,make_playoffs,win_finals
mil,mil,58,1,0.19896
min,min,42,0.69558,0.0105
mia,mia,43,0.69224,0.00862
wsh,wsh,40,0.37074,0.00116
atl,atl,42,0.56794,0.00398
bos,bos,57,1,0.15766
det,det,20,0,0
den,den,57,1,0.22326
ny,ny,48,0.98582,0.01578
dal,dal,44,0.88176,0.03436
bkn,bkn,45,0.87546,0.0016
por,por,37,0.06678,1.6e-4
okc,okc,36,0.02782,0
tor,tor,40,0.40404,0.00508
chi,chi,37,0.08738,1.8e-4
cha,cha,26,0,0
uta,uta,38,0.0723,0
gs,gs,44,0.89724,0.08154
cle,cle,50,0.99758,0.03416
hou,hou,17,0,0
lal,lal,41,0.46144,0.01432
phi,phi,51,0.99892,0.0775
mem,mem,51,0.99964,0.09388
no,no,41,0.41616,0.00132
lac,lac,42,0.57068,0.00538
sac,sac,46,0.94886,0.00222
orl,orl,34,0.00496,0
phx,phx,46,0.96174,0.02838
ind,ind,35,0.01492,0
sa,sa,21,0,0
