TEAM,unit,wins,make_playoffs,win_finals
mil,mil,52,0.99544,0.08468
min,min,41,0.45546,0.00716
mia,mia,45,0.85112,0.02946
wsh,wsh,41,0.43702,0.0022
atl,atl,41,0.49294,0.0059
bos,bos,57,1,0.23866
det,det,22,0,0
den,den,55,0.99978,0.1474
ny,ny,42,0.59938,0.00408
dal,dal,44,0.75226,0.02498
bkn,bkn,49,0.97864,0.04552
por,por,39,0.22672,0.0015
okc,okc,38,0.14494,1.6e-4
tor,tor,39,0.29918,0.00348
chi,chi,39,0.26562,0.0011
cha,cha,28,4.6e-4,0
uta,uta,42,0.57332,0.00336
gs,gs,44,0.80156,0.04826
cle,cle,49,0.97006,0.0303
hou,hou,19,0,0
lal,lal,38,0.20886,0.00478
phi,phi,50,0.9836,0.09124
mem,mem,53,0.99778,0.15208
no,no,43,0.6619,0.01084
lac,lac,43,0.67076,0.0169
sac,sac,43,0.67064,0.00316
orl,orl,31,0.00258,2e-5
phx,phx,44,0.83602,0.0426
ind,ind,37,0.12396,1.8e-4
sa,sa,22,0,0
