c_losses,c_wins,conference,current_losses,current_wins,division,draft_pick_1,draft_pick_2,draft_pick_3,elo,f_losses,f_wins,losses,make_conf_finals,make_conf_semis,make_finals,make_playoffs,name,playoff_losses,playoff_wins,point_diff,q_losses,q_wins,rating,rating_fs,rating_playoff,s_losses,s_wins,seed_1,seed_10,seed_11,seed_12,seed_13,seed_14,seed_15,seed_2,seed_3,seed_4,seed_5,seed_6,seed_7,seed_8,seed_9,win_finals,winpct,wins,eliminated,elo_change,rating_change
0,0,Eastern,24,58,Eastern Central,0,0,0,1568.09300000019,0,0,24,0.14759,0.20649,0.06567,1,MIL,3,1,274,3,1,1643.08145662154,1658.6272232302,1678.62359735928,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03855,0.707317073170696,58,FALSE,-10,15
0,0,Western,40,42,Western Northwest,0,0,0,1519.81849999989,0,0,40,0,0,0,1,MIN,5,2,-28,4,1,1592.30835771816,1605.89282664898,1621.78536705873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.512195121951209,42,TRUE,-14,12
0,0,Eastern,38,44,Eastern Southeast,0,0,0,1567.72730000002,0,0,38,0.37961,0.79351,0.08708,1,MIA,2,4,-2,1,3,1606.55557952017,1595.15683371446,1630.94460855238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0379,0.536585365853631,44,FALSE,10,-14
0,0,Eastern,47,35,Eastern Southeast,0,0,0,1436.36330000004,0,0,47,0,0,0,0,WSH,0,0,-99,0,0,1510.29756361634,1505.67035116796,1510.29756361634,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.426829268292718,35,TRUE,0,2
0,0,Eastern,41,41,Eastern Southeast,0,0,0,1539.0228000002,0,0,41,0.01349,0.08688,0.00461,1,ATL,3,3,11,3,2,1567.82034972794,1552.21692932136,1567.70515378922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.00137,0.5,41,FALSE,13,6
0,0,Eastern,25,57,Eastern Atlantic,0,0,0,1676.28020000016,0,0,25,0.52864,0.91312,0.40326,1,BOS,2,3,559,2,3,1724.1136388051,1692.08134032214,1721.69577770186,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.27341,0.695121951219429,57,FALSE,-13,1
0,0,Eastern,65,17,Eastern Central,0,0,0,1271.08690000022,0,0,65,0,0,0,0,DET,0,0,-674,0,0,1286.54456421356,1298.6091844263,1298.35414409897,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.207317073170754,17,TRUE,0,-1
0,0,Western,29,53,Western Northwest,0,0,0,1576.86490000022,0,0,29,0.66358,1,0.36646,1,DEN,1,4,317,1,4,1649.56950781241,1633.31746596298,1670.99247041401,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1511,0.646341463414583,53,FALSE,14,62
0,0,Eastern,35,47,Eastern Atlantic,0,0,0,1604.90589999981,0,0,35,0.38065,0.82244,0.08144,1,NY,1,3,256,1,3,1606.17985330204,1608.57035884765,1609.14300257772,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.03131,0.573170731707274,47,FALSE,18,6
0,0,Western,44,38,Western Southwest,0,0,0,1442.2972999999,0,0,44,0,0,0,0,DAL,0,0,6,0,0,1585.82669051308,1560.57526483759,1585.82669051308,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.463414634146367,38,TRUE,0,0
0,0,Eastern,37,45,Eastern Atlantic,0,0,0,1491.31589999986,0,0,37,0,0,0,1,BKN,4,0,25,4,0,1529.70025768147,1510.76005613727,1529.70025768147,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.548780487804841,45,TRUE,-13,-4
0,0,Western,49,33,Western Northwest,0,0,0,1310.23460000007,0,0,49,0,0,0,0,POR,0,0,-329,0,0,1516.68771974443,1495.90014283061,1516.68771974443,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.402439024390292,33,TRUE,0,0
0,0,Western,42,40,Western Northwest,0,0,0,1516.83000000006,0,0,42,0,0,0,0,OKC,1,1,69,0,0,1464.77706401502,1477.55688200887,1478.63044474646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.487804878048791,40,TRUE,0,-5
0,0,Eastern,41,41,Eastern Atlantic,0,0,0,1560.15820000005,0,0,41,0,0,0,0,TOR,1,0,117,0,0,1638.86937445944,1628.84095771665,1639.95196236653,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,41,TRUE,0,0
0,0,Eastern,42,40,Eastern Central,0,0,0,1543.21949999981,0,0,42,0,0,0,0,CHI,1,1,99,0,0,1548.45046762392,1581.0836435387,1575.79073739998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.487804878048791,40,TRUE,0,-3
0,0,Eastern,55,27,Eastern Southeast,0,0,0,1386.72140000011,0,0,55,0,0,0,0,CHA,0,0,-512,0,0,1421.94270214831,1462.29166574575,1494.96003645453,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.329268292682912,27,TRUE,0,3
0,0,Western,45,37,Western Northwest,0,0,0,1414.42380000009,0,0,45,0,0,0,0,UTA,0,0,-77,0,0,1456.9732580464,1428.67185855537,1456.9732580464,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.451219512195157,37,TRUE,0,0
0,0,Western,38,44,Western Pacific,0,0,0,1601.01810000019,0,0,38,0.46938,0.73932,0.26072,1,GS,2,2,155,2,2,1670.50276652294,1636.98062991909,1686.29495667839,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.11709,0.536585365853631,44,FALSE,10,15
0,0,Eastern,31,51,Eastern Central,0,0,0,1584.36050000024,0,0,31,0.09215,0.17756,0.02387,1,CLE,3,1,425,3,1,1622.72440907477,1611.25105517599,1623.00305877122,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.01052,0.621951219512112,51,FALSE,-18,-7
0,0,Western,60,22,Western Southwest,0,0,0,1328.38329999996,0,0,60,0,0,0,0,HOU,0,0,-644,0,0,1319.34002629397,1316.2378336543,1319.34002629397,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.268292682926816,22,TRUE,0,1
0,0,Western,39,43,Western Pacific,0,0,0,1600.94309999984,0,0,39,0.41225,0.87845,0.18538,1,LAL,1,4,75,1,3,1642.47908335481,1606.92465426382,1648.16653032534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.066,0.524390243902419,43,FALSE,4,11
0,0,Eastern,28,54,Eastern Atlantic,0,0,0,1661.28430000001,0,0,28,0.45787,1,0.33407,1,PHI,0,4,399,0,4,1705.69199178923,1677.78555271589,1705.69199178923,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.21393,0.658536585365825,54,FALSE,13,8
0,0,Western,31,51,Western Southwest,0,0,0,1575.05040000006,0,0,31,0.05692,0.12155,0.02341,1,MEM,3,1,301,3,1,1623.6771260126,1654.66256191092,1667.31151538918,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.00735,0.621951219512112,51,FALSE,-4,18
0,0,Western,40,42,Western Southwest,0,0,0,1529.81619999993,0,0,40,0,0,0,0,NO,1,0,150,0,0,1575.64536807132,1566.6486393113,1576.96200760567,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.512195121951209,42,TRUE,0,0
0,0,Western,38,44,Western Pacific,0,0,0,1523.61859999985,0,0,38,0,0,0,1,LAC,4,1,9,4,1,1442.05236641011,1555.79446860905,1579.06502981299,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.536585365853631,44,TRUE,-27,-86
0,0,Western,34,48,Western Pacific,0,0,0,1540.6315000001,0,0,34,0.06145,0.26068,0.01209,1,SAC,2,2,210,2,2,1521.34150538894,1524.60833061548,1530.61496164219,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.00171,0.585365853658483,48,FALSE,-10,-14
0,0,Eastern,48,34,Eastern Southeast,0,0,0,1448.47119999989,0,0,48,0,0,0,0,ORL,0,0,-210,0,0,1438.20931535603,1435.83046594941,1436.86276863409,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.414634146341507,34,TRUE,0,-1
0,0,Western,37,45,Western Pacific,0,0,0,1600.19739999995,0,0,37,0.33642,1,0.15194,1,PHX,1,4,202,1,4,1644.43416639434,1611.9909781043,1634.37296144597,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.04976,0.548780487804841,45,FALSE,27,16
0,0,Eastern,47,35,Eastern Central,0,0,0,1399.74600000002,0,0,47,0,0,0,0,IND,0,0,-261,0,0,1459.65158767003,1447.20787544176,1459.65158767003,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.426829268292718,35,TRUE,0,0
0,0,Western,60,22,Western Southwest,0,0,0,1329.73139999994,0,0,60,0,0,0,0,SA,0,0,-823,0,0,1357.30612734961,1351.19611178239,1357.30612734961,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.268292682926816,22,TRUE,0,-1
