TEAM,unit,wins,make_playoffs,win_finals
mil,mil,59,1,0.26008
min,min,41,0.63814,0.01812
mia,mia,44,0.86492,0.01352
wsh,wsh,38,0.1399,1.2e-4
atl,atl,41,0.50326,0.0016
bos,bos,56,1,0.14714
det,det,19,0,0
den,den,54,1,0.10954
ny,ny,48,0.9918,0.01328
dal,dal,42,0.67152,0.0228
bkn,bkn,46,0.95676,0.00188
por,por,37,0.02156,4e-5
okc,okc,39,0.15326,1e-4
tor,tor,40,0.42562,0.0054
chi,chi,38,0.10276,2.6e-4
cha,cha,26,0,0
uta,uta,38,0.08582,0
gs,gs,43,0.85258,0.06004
cle,cle,51,0.99986,0.02922
hou,hou,20,0,0
lal,lal,41,0.53022,0.01334
phi,phi,54,1,0.14414
mem,mem,50,0.99992,0.1152
no,no,40,0.25092,0.00148
lac,lac,44,0.86386,0.00798
sac,sac,48,0.99734,0.00402
orl,orl,33,5.6e-4,0
phx,phx,44,0.93486,0.0307
ind,ind,35,0.01456,0
sa,sa,21,0,0
