TEAM,unit,wins,make_playoffs,win_finals
mil,mil,53,0.972,0.09654
min,min,39,0.34836,0.0029
mia,mia,46,0.80312,0.03386
wsh,wsh,36,0.17986,4.2e-4
atl,atl,47,0.82932,0.01992
bos,bos,61,0.99936,0.3063
det,det,22,8.4e-4,0
den,den,51,0.93468,0.0542
ny,ny,38,0.29888,0.00108
dal,dal,46,0.76796,0.02334
bkn,bkn,43,0.67984,0.01154
por,por,41,0.4578,0.00232
okc,okc,29,0.0152,2e-5
tor,tor,47,0.8328,0.0202
chi,chi,38,0.3253,0.00172
cha,cha,33,0.0991,7.4e-4
uta,uta,44,0.6198,0.00262
gs,gs,47,0.85214,0.05484
cle,cle,49,0.9014,0.01946
hou,hou,21,8e-5,0
lal,lal,36,0.1906,0.0031
phi,phi,48,0.90432,0.07022
mem,mem,52,0.96596,0.10518
no,no,50,0.91596,0.03512
lac,lac,41,0.47836,0.01014
sac,sac,42,0.4813,0.0019
orl,orl,22,0.00106,0
phx,phx,53,0.97104,0.12214
ind,ind,35,0.1728,1.8e-4
sa,sa,23,7.6e-4,0
