TEAM,unit,wins,make_playoffs,win_finals
mil,mil,55,0.98142,0.2273
min,min,40,0.4086,0.00208
mia,mia,46,0.75152,0.03022
wsh,wsh,41,0.47618,0.002
atl,atl,49,0.8807,0.04366
bos,bos,45,0.69726,0.03232
det,det,24,0.00556,0
den,den,50,0.9088,0.12866
ny,ny,46,0.73492,0.00948
dal,dal,49,0.87148,0.03698
bkn,bkn,47,0.81934,0.06664
por,por,48,0.83634,0.0294
okc,okc,19,3.4e-4,0
tor,tor,39,0.3742,0.00244
chi,chi,41,0.45772,0.00232
cha,cha,38,0.28656,0.00128
uta,uta,56,0.97988,0.10968
gs,gs,39,0.37652,0.00354
cle,cle,29,0.03224,0
hou,hou,21,0.00108,0
lal,lal,39,0.39174,0.01162
phi,phi,52,0.93448,0.07944
mem,mem,45,0.70868,0.00994
no,no,43,0.595,0.01714
lac,lac,45,0.74814,0.08978
sac,sac,34,0.14206,2.6e-4
orl,orl,23,0.0037,0
phx,phx,49,0.88696,0.05444
ind,ind,42,0.5642,0.00914
sa,sa,34,0.14438,2.4e-4
