TEAM,unit,wins,make_playoffs,win_finals
mil,mil,59,1,0.16792
min,min,41,0.57056,0.0122
mia,mia,44,0.86712,0.0091
wsh,wsh,35,0,0
atl,atl,42,0.674,0.00214
bos,bos,56,1,0.2829
det,det,16,0,0
den,den,53,1,0.12744
ny,ny,48,1,0.02354
dal,dal,40,0.04954,8.6e-4
bkn,bkn,45,0.9952,0.00248
por,por,33,0,0
okc,okc,39,0.0512,8e-5
tor,tor,41,0.34754,0.0064
chi,chi,39,0.11614,2.2e-4
cha,cha,26,0,0
uta,uta,37,0,0
gs,gs,43,0.92746,0.04594
cle,cle,52,1,0.02802
hou,hou,21,0,0
lal,lal,42,0.8662,0.0357
phi,phi,53,1,0.09082
mem,mem,51,1,0.09824
no,no,42,0.58996,0.00752
lac,lac,43,0.94508,0.0078
sac,sac,49,1,0.00506
orl,orl,34,0,0
phx,phx,46,1,0.04562
ind,ind,35,0,0
sa,sa,21,0,0
