TEAM,unit,wins,make_playoffs,win_finals
mil,mil,58,1,0.22538
min,min,42,0.66452,0.01268
mia,mia,43,0.7849,0.0101
wsh,wsh,39,0.20508,3.6e-4
atl,atl,42,0.55656,0.0029
bos,bos,56,1,0.1508
det,det,19,0,0
den,den,56,1,0.16714
ny,ny,48,0.98782,0.011
dal,dal,43,0.7735,0.02348
bkn,bkn,45,0.91702,0.00138
por,por,38,0.09134,2.2e-4
okc,okc,37,0.03582,0
tor,tor,40,0.41024,0.00456
chi,chi,38,0.1173,3.6e-4
cha,cha,26,0,0
uta,uta,37,0.04496,2e-5
gs,gs,43,0.83716,0.07698
cle,cle,51,0.99974,0.04432
hou,hou,19,0,0
lal,lal,41,0.51678,0.01326
phi,phi,53,0.99996,0.11042
mem,mem,50,0.99874,0.08728
no,no,41,0.41122,0.0013
lac,lac,42,0.68048,0.00484
sac,sac,46,0.95706,0.00248
orl,orl,33,0.00168,0
phx,phx,47,0.98842,0.04872
ind,ind,36,0.0197,2e-5
sa,sa,20,0,0
