TEAM,unit,wins,make_playoffs,win_finals
mil,mil,46,0.99265,0.1209
min,min,26,0.03525,0
mia,mia,36,0.71605,0.012
wsh,wsh,25,0.0612,0
atl,atl,34,0.57507,0.0045
bos,bos,44,0.9751,0.0852
det,det,18,0.0018,0
den,den,45,0.9574,0.0633
ny,ny,30,0.20654,1.5e-4
dal,dal,42,0.88945,0.03659
bkn,bkn,44,0.98155,0.0822
por,por,37,0.59292,0.00165
okc,okc,27,0.05505,0
tor,tor,39,0.87295,0.01485
chi,chi,28,0.11745,0
cha,cha,29,0.18345,0
uta,uta,48,0.988,0.07154
gs,gs,30,0.12074,0
cle,cle,28,0.11775,0
hou,hou,34,0.31783,4.5e-4
lal,lal,52,0.99865,0.28242
phi,phi,47,0.99025,0.0744
mem,mem,34,0.31575,0
no,no,33,0.30146,9e-4
lac,lac,50,0.99385,0.132
sac,sac,26,0.02655,0
orl,orl,34,0.47714,6e-4
phx,phx,41,0.82827,0.0117
ind,ind,37,0.73105,0.0036
sa,sa,37,0.57883,0.00105
