TEAM,unit,wins,make_playoffs,win_finals
mil,mil,59,1,0.15312
min,min,41,0.56362,0.0115
mia,mia,43,0.8508,0.00584
wsh,wsh,35,0,0
atl,atl,42,0.67804,0.00188
bos,bos,56,1,0.28222
det,det,16,0,0
den,den,53,1,0.10888
ny,ny,48,1,0.0177
dal,dal,40,0.07276,0.00116
bkn,bkn,45,0.99758,0.00202
por,por,34,0,0
okc,okc,39,0.0394,0
tor,tor,41,0.35588,0.00648
chi,chi,39,0.1177,2.8e-4
cha,cha,27,0,0
uta,uta,37,2e-5,0
gs,gs,43,0.92184,0.04342
cle,cle,51,1,0.0341
hou,hou,21,0,0
lal,lal,42,0.87432,0.03574
phi,phi,54,1,0.12626
mem,mem,51,1,0.10734
no,no,42,0.58474,0.00724
lac,lac,43,0.9433,0.00726
sac,sac,49,1,0.0049
orl,orl,35,0,0
phx,phx,46,1,0.042659999999999997
ind,ind,35,0,0
sa,sa,21,0,0
