TEAM,unit,wins,make_playoffs,win_finals
mil,mil,58,1,0.22324
min,min,41,0.54906,0.00948
mia,mia,44,0.8309,0.0126
wsh,wsh,38,0.13222,2.2e-4
atl,atl,42,0.65116,0.00364
bos,bos,56,1,0.1605
det,det,19,0,0
den,den,55,1,0.14432
ny,ny,47,0.97744,0.01062
dal,dal,43,0.77382,0.02526
bkn,bkn,46,0.92854,0.00156
por,por,38,0.07164,2.2e-4
okc,okc,37,0.04998,4e-5
tor,tor,40,0.32632,0.00326
chi,chi,38,0.12784,5e-4
cha,cha,27,0,0
uta,uta,38,0.0734,0
gs,gs,43,0.79106,0.06946
cle,cle,51,0.99934,0.03316
hou,hou,18,0,0
lal,lal,42,0.62694,0.01766
phi,phi,53,0.99994,0.11828
mem,mem,50,0.9997,0.10408
no,no,41,0.41126,0.00212
lac,lac,43,0.68556,0.00432
sac,sac,47,0.97844,0.00304
orl,orl,33,6.2e-4,0
phx,phx,47,0.98914,0.05242
ind,ind,36,0.02568,0
sa,sa,21,0,0
