TEAM,unit,wins,make_playoffs,win_finals
mil,mil,58,1,0.19869
min,min,42,0.72708,0.01073
mia,mia,44,0.68267,0.00927
wsh,wsh,35,0,0
atl,atl,41,1,0.00207
bos,bos,57,1,0.22835
det,det,17,0,0
den,den,53,1,0.14314
ny,ny,47,1,0.00998
dal,dal,38,0,0
bkn,bkn,45,1,0.00111
por,por,33,0,0
okc,okc,40,0.27292,2e-5
tor,tor,41,0,0
chi,chi,40,0.31733,6.1e-4
cha,cha,27,0,0
uta,uta,37,0,0
gs,gs,44,1,0.08871
cle,cle,51,1,0.03058
hou,hou,22,0,0
lal,lal,43,1,0.0279
phi,phi,54,1,0.15553
mem,mem,51,1,0.05094
no,no,42,0,0
lac,lac,44,1,0.0047
sac,sac,48,1,0.00163
orl,orl,34,0,0
phx,phx,45,1,0.03604
ind,ind,35,0,0
sa,sa,22,0,0
