TEAM,unit,wins,make_playoffs,win_finals
mil,mil,52,0.97366,0.07992
min,min,40,0.4118,0.00446
mia,mia,41,0.53974,0.01638
wsh,wsh,35,0.10844,3.6e-4
atl,atl,43,0.68174,0.01284
bos,bos,57,0.99886,0.25716
det,det,22,3.6e-4,0
den,den,52,0.97178,0.06356
ny,ny,43,0.65668,0.00694
dal,dal,46,0.83846,0.0315
bkn,bkn,49,0.93716,0.03574
por,por,41,0.46076,0.0034
okc,okc,31,0.01742,2e-5
tor,tor,43,0.6367,0.01078
chi,chi,38,0.24586,0.00108
cha,cha,29,0.0152,1e-4
uta,uta,45,0.75928,0.00584
gs,gs,43,0.67074,0.04424
cle,cle,49,0.92624,0.02248
hou,hou,21,2e-5,0
lal,lal,34,0.0913,0.00224
phi,phi,50,0.95878,0.11154
mem,mem,54,0.99152,0.18724
no,no,49,0.91098,0.03124
lac,lac,43,0.59306,0.01636
sac,sac,41,0.41586,0.0019
orl,orl,29,0.00776,2e-5
phx,phx,47,0.8663,0.05156
ind,ind,39,0.31282,0.00108
sa,sa,24,7.2e-4,2e-5
