TEAM,unit,wins,make_playoffs,win_finals
mil,mil,50,0.98852,0.17526
min,min,44,0.89538,0.00258
mia,mia,53,0.99954,0.08414
wsh,wsh,35,0.01096,0
atl,atl,42,0.51662,0.00208
bos,bos,49,0.98996,0.19162
det,det,19,0,0
den,den,49,0.99094,0.14068
ny,ny,34,0.00988,0
dal,dal,48,0.98368,0.01288
bkn,bkn,44,0.65442,0.00794
por,por,34,0.05512,0
okc,okc,24,0,0
tor,tor,46,0.82042,0.00296
chi,chi,48,0.95248,0.00414
cha,cha,40,0.17148,2e-5
uta,uta,51,0.99922,0.0714
gs,gs,55,0.99978,0.02668
cle,cle,47,0.89566,6.6e-4
hou,hou,22,0,0
lal,lal,37,0.25038,6e-4
phi,phi,50,0.98998,0.06726
mem,mem,54,0.99996,0.03936
no,no,34,0.11166,4.6e-4
lac,lac,40,0.65576,0.00508
sac,sac,31,0.01272,0
orl,orl,21,0,0
phx,phx,64,1,0.16418
ind,ind,30,8e-5,0
sa,sa,33,0.0454,2e-5
