TEAM,unit,wins,make_playoffs,win_finals
mil,mil,51,1,0
min,min,46,1,0
mia,mia,53,1,0.11784
wsh,wsh,35,0,0
atl,atl,43,1,0
bos,bos,51,1,0.67717
det,det,23,0,0
den,den,48,1,0
ny,ny,37,0,0
dal,dal,52,1,0.07796
bkn,bkn,44,1,0
por,por,27,0,0
okc,okc,24,0,0
tor,tor,48,1,0
chi,chi,46,1,0
cha,cha,43,0,0
uta,uta,49,1,0
gs,gs,53,1,0.12703
cle,cle,44,0,0
hou,hou,20,0,0
lal,lal,33,0,0
phi,phi,51,1,0
mem,mem,56,1,0
no,no,36,1,0
lac,lac,42,0,0
sac,sac,30,0,0
orl,orl,22,0,0
phx,phx,64,1,0
ind,ind,25,0,0
sa,sa,34,0,0
