TEAM,unit,wins,make_playoffs,win_finals
mil,mil,53,0.96428,0.10812
min,min,41,0.5084,0.00534
mia,mia,46,0.80758,0.0389
wsh,wsh,37,0.22788,5e-4
atl,atl,45,0.70546,0.00956
bos,bos,60,0.9986,0.282
det,det,22,8.8e-4,0
den,den,52,0.95502,0.06436
ny,ny,38,0.30732,0.00174
dal,dal,45,0.7504,0.02094
bkn,bkn,43,0.65146,0.01298
por,por,40,0.4278,0.00236
okc,okc,28,0.0143,4e-5
tor,tor,46,0.80626,0.02268
chi,chi,39,0.36856,0.00262
cha,cha,33,0.11284,6.6e-4
uta,uta,44,0.68506,0.00338
gs,gs,47,0.85952,0.05642
cle,cle,48,0.86434,0.0197
hou,hou,21,4.2e-4,0
lal,lal,32,0.08032,4.8e-4
phi,phi,49,0.89506,0.07382
mem,mem,53,0.97582,0.14072
no,no,47,0.83412,0.02238
lac,lac,42,0.60582,0.01322
sac,sac,39,0.34152,0.00136
orl,orl,24,0.00446,0
phx,phx,52,0.95524,0.09474
ind,ind,38,0.28502,9.8e-4
sa,sa,26,0.00624,0
