TEAM,unit,wins,make_playoffs,win_finals
mil,mil,58,1,0.19789
min,min,42,0.76276,0.01331
mia,mia,44,0.69115,0.00946
wsh,wsh,35,0,0
atl,atl,41,1,0.00203
bos,bos,57,1,0.22941
det,det,17,0,0
den,den,53,1,0.13441
ny,ny,47,1,0.01001
dal,dal,38,0,0
bkn,bkn,45,1,8.3e-4
por,por,33,0,0
okc,okc,40,0.23724,5e-5
tor,tor,41,0,0
chi,chi,40,0.30885,4.9e-4
cha,cha,27,0,0
uta,uta,37,0,0
gs,gs,44,1,0.09141
cle,cle,51,1,0.03085
hou,hou,22,0,0
lal,lal,43,1,0.02831
phi,phi,54,1,0.15557000000000001
mem,mem,51,1,0.05202
no,no,42,0,0
lac,lac,44,1,0.00755
sac,sac,48,1,0.00137
orl,orl,34,0,0
phx,phx,45,1,0.03503
ind,ind,35,0,0
sa,sa,22,0,0
