TEAM,unit,wins,make_playoffs,win_finals
mil,mil,56,0.99994,0.13104
min,min,43,0.67484,0.01942
mia,mia,46,0.87892,0.01698
wsh,wsh,39,0.23566,6.8e-4
atl,atl,43,0.6656,0.00694
bos,bos,58,1,0.23352
det,det,22,0,0
den,den,55,1,0.14656
ny,ny,43,0.69118,0.00424
dal,dal,47,0.9801,0.13406
bkn,bkn,46,0.88684,0.00526
por,por,38,0.13016,2.2e-4
okc,okc,37,0.08326,4e-5
tor,tor,40,0.43338,0.0081
chi,chi,39,0.19462,9.2e-4
cha,cha,25,0,0
uta,uta,39,0.15292,1.2e-4
gs,gs,43,0.68918,0.03534
cle,cle,51,0.99722,0.03964
hou,hou,19,0,0
lal,lal,41,0.44686,0.02568
phi,phi,51,0.99394,0.07134
mem,mem,50,0.99388,0.0775
no,no,42,0.58872,0.00326
lac,lac,43,0.70586,0.00962
sac,sac,43,0.66342,0.00106
orl,orl,33,0.004,0
phx,phx,45,0.8908,0.02846
ind,ind,35,0.0187,0
sa,sa,21,0,0
